"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年12月"
"集計期間終了月","2011年12月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","30","29","15","24","0","2","7","0","0","0","",""
"区南部","12","3","2","6","0","0","1","0","0","0","",""
"区西南部","8","3","1","9","0","0","6","1","0","0","",""
"区西部","26","14","12","28","0","12","5","0","0","0","",""
"区西北部","13","3","8","9","0","0","3","2","0","0","",""
"区東北部","1","0","0","3","0","0","3","4","0","0","",""
"区東部","18","6","5","8","0","0","3","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","1","0","0","15","13","0","0","",""
"北多摩北部","0","0","0","0","0","0","2","2","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","",""
"合計","108","58","43","88","0","14","46","23","0","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年12月"
"集計期間終了月","2011年12月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","13","7","2","2","1","0","6","0","0","0","",""
"区南部","4","0","0","1","0","0","0","0","0","0","",""
"区西南部","2","7","2","0","0","0","1","4","0","0","",""
"区西部","8","6","13","3","3","0","3","0","0","0","",""
"区西北部","14","9","4","3","0","0","2","2","0","0","",""
"区東北部","4","2","0","3","0","1","2","3","0","0","",""
"区東部","1","1","1","2","0","0","2","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","6","1","1","2","0","0","0","0","0","0","",""
"北多摩西部","15","2","0","3","0","0","0","0","0","0","",""
"北多摩南部","1","0","0","0","0","0","12","10","0","0","",""
"北多摩北部","0","0","0","1","0","0","3","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","68","35","23","20","4","1","31","23","0","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年12月"
"集計期間終了月","2011年12月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","43","36","17","26","1","2","13","0","0","0","10","4"
"区南部","16","3","2","7","0","0","1","0","0","0","3","1"
"区西南部","10","10","3","9","0","0","7","5","0","0","5","3"
"区西部","34","20","25","31","3","12","8","0","0","0","11","4"
"区西北部","27","12","12","12","0","0","5","4","0","0","6","2"
"区東北部","5","2","0","6","0","1","5","7","0","0","3","1"
"区東部","19","7","6","10","0","0","5","3","0","0","5","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","6","1","1","2","0","0","0","0","0","0","5","1"
"北多摩西部","15","2","0","3","0","0","0","0","0","0","2","1"
"北多摩南部","1","0","0","1","0","0","27","23","0","0","3","3"
"北多摩北部","0","0","0","1","0","0","5","4","0","0","1","2"
"島しょ","0","0","0","0","0","0","1","0","0","0","0","1"
"合計","176","93","66","108","4","15","77","46","0","0","54","25"


