"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2016年30週"
"集計期間終了週","2016年30週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","2","0","0","5","0","1","0","3","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","7","5","1","58","3","22","0","20","0","88","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","18","21","20","80","1","36","0","30","0","262","4","4","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2歳","0","5","6","25","73","1","23","2","8","0","193","9","0","0","0","6","0","0","2","0","0","0","0","0","0","0","0","0","0"
"3歳","0","1","11","31","69","7","11","4","1","0","96","10","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"4歳","0","1","12","52","73","2","13","5","0","0","82","18","4","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","11","35","47","6","4","2","0","0","47","29","0","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","7","31","59","6","3","3","0","0","21","14","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","3","26","23","4","1","4","0","0","13","20","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","2","19","28","6","1","0","0","0","11","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","16","25","1","0","1","0","0","4","13","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","1","28","56","4","1","1","0","0","7","11","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"15～19歳","0","0","0","4","9","1","1","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
