"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年33週
"集計期間終了週",2007年33週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","255"
"RSウイルス感染症","0","0","0","130"
"咽頭結膜熱","17","8","25","130"
"Ａ群溶血性レンサ球菌咽頭炎","36","29","65","130"
"感染性胃腸炎","158","137","295","130"
"水痘","30","21","51","130"
"手足口病","80","78","158","130"
"伝染性紅斑","4","9","13","130"
"突発性発しん","30","33","63","130"
"百日咳","0","1","1","130"
"風しん","0","1","1","130"
"ヘルパンギーナ","146","122","268","130"
"麻しん（成人麻しん以外）","0","0","0","130"
"流行性耳下腺炎","10","7","17","130"
"不明発しん症","4","7","11","130"
"川崎病","1","0","1","130"
"急性出血性結膜炎","1","1","2","38"
"流行性角結膜炎","4","6","10","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","4","1","5","25"
"マイコプラズマ肺炎","1","2","3","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"成人麻しん","0","1","1","25"
