"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2006年7月"
"集計期間終了月","2006年7月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","11","7","0"
"1～4歳","0","0","0","0","0","0","3","17","0"
"5～9歳","0","0","0","0","0","0","3","1","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","3","0","1","1","0","0","0","0","0"
"20～24歳","12","3","4","8","0","0","1","1","0"
"25～29歳","18","9","9","12","0","1","0","0","0"
"30～34歳","19","5","7","14","0","0","1","0","0"
"35～39歳","9","9","11","9","0","4","1","0","0"
"40～44歳","15","2","1","7","0","0","1","0","0"
"45～49歳","6","3","0","3","0","0","2","0","0"
"50～54歳","1","1","0","3","0","0","1","0","0"
"55～59歳","1","3","2","1","0","1","7","0","0"
"60～64歳","1","2","2","0","0","0","4","1","1"
"65～69歳","0","1","0","0","0","0","9","1","0"
"70歳以上","2","1","1","0","0","0","33","2","1"
"合計","87","39","38","58","0","6","78","30","2"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2006年7月"
"集計期間終了月","2006年7月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","3","0"
"1～4歳","0","0","0","0","0","0","8","9","0"
"5～9歳","0","0","0","0","0","0","0","2","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","16","0","4","1","4","0","0","0","0"
"20～24歳","28","10","5","1","8","0","1","0","0"
"25～29歳","23","10","5","4","8","1","1","0","0"
"30～34歳","20","1","3","0","3","0","0","0","0"
"35～39歳","8","8","1","1","3","0","1","0","0"
"40～44歳","5","1","0","0","2","1","1","0","0"
"45～49歳","4","1","0","0","2","1","1","0","0"
"50～54歳","0","0","0","0","1","0","0","0","0"
"55～59歳","0","0","0","0","0","0","1","0","0"
"60～64歳","0","1","0","0","0","0","1","0","0"
"65～69歳","0","0","1","0","0","0","4","0","0"
"70歳以上","0","0","0","0","0","0","22","0","1"
"合計","104","32","19","7","31","3","46","14","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2006年7月"
"集計期間終了月","2006年7月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","16","10","0"
"1～4歳","0","0","0","0","0","0","11","26","0"
"5～9歳","0","0","0","0","0","0","3","3","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","19","0","5","2","4","0","0","0","0"
"20～24歳","40","13","9","9","8","0","2","1","0"
"25～29歳","41","19","14","16","8","2","1","0","0"
"30～34歳","39","6","10","14","3","0","1","0","0"
"35～39歳","17","17","12","10","3","4","2","0","0"
"40～44歳","20","3","1","7","2","1","2","0","0"
"45～49歳","10","4","0","3","2","1","3","0","0"
"50～54歳","1","1","0","3","1","0","1","0","0"
"55～59歳","1","3","2","1","0","1","8","0","0"
"60～64歳","1","3","2","0","0","0","5","1","1"
"65～69歳","0","1","1","0","0","0","13","1","0"
"70歳以上","2","1","1","0","0","0","55","2","2"
"合計","191","71","57","65","31","9","124","44","3"
"定点数","41","41","41","41","41","41","25","25","25"


