"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2020年46週
"集計期間終了週",2020年46週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2","0","2","412"
"RSウイルス感染症","1","1","2","259"
"咽頭結膜熱","17","15","32","259"
"Ａ群溶血性レンサ球菌咽頭炎","64","60","124","259"
"感染性胃腸炎","342","273","615","259"
"水痘","24","25","49","259"
"手足口病","8","0","8","259"
"伝染性紅斑","2","5","7","259"
"突発性発しん","62","64","126","259"
"ヘルパンギーナ","4","4","8","259"
"流行性耳下腺炎","12","9","21","259"
"不明発しん症","3","5","8","259"
"川崎病","0","0","0","259"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","10","6","16","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","3","3","6","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
