"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年51週
"集計期間終了週",2012年51週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","466","500","966","417"
"RSウイルス感染症","93","88","181","263"
"咽頭結膜熱","83","65","148","263"
"Ａ群溶血性レンサ球菌咽頭炎","366","361","727","263"
"感染性胃腸炎","3084","2905","5989","263"
"水痘","218","189","407","263"
"手足口病","43","42","85","263"
"伝染性紅斑","3","13","16","263"
"突発性発しん","70","69","139","263"
"百日咳","0","0","0","263"
"ヘルパンギーナ","10","5","15","263"
"流行性耳下腺炎","18","22","40","263"
"不明発しん症","11","10","21","263"
"川崎病","1","2","3","263"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","13","18","31","38"
"細菌性髄膜炎","2","0","2","25"
"無菌性髄膜炎","0","2","2","25"
"マイコプラズマ肺炎","8","15","23","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","2","1","3","25"
