"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2010年41週"
"集計期間終了週","2010年41週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","2","6","2","5","12","5","7","3","4","1","0","4","2","0","0","1","0","0","0","0","","","","","",""
"区南部","4","3","3","8","44","7","0","3","4","1","1","4","1","0","0","1","0","0","0","0","","","","","",""
"区西南部","1","1","1","6","19","4","2","2","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","3","2","2","5","28","0","6","1","4","0","0","2","1","0","0","0","0","0","0","0","","","","","",""
"区西北部","1","0","0","2","17","7","7","2","7","0","0","2","0","0","2","1","0","0","0","0","","","","","",""
"区東北部","0","0","1","8","20","5","1","7","1","0","0","1","1","0","0","0","0","0","1","0","","","","","",""
"区東部","2","4","0","2","36","7","6","0","5","0","0","6","0","0","0","3","0","0","0","0","","","","","",""
"西多摩","0","0","1","1","5","1","2","1","1","0","1","0","0","0","0","0","0","0","1","0","","","","","",""
"南多摩","3","2","0","24","60","5","4","2","5","0","1","5","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","0","5","3","1","0","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","0","5","7","6","1","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","1","2","3","6","12","3","2","4","4","0","0","2","0","0","0","3","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","","","","","",""
"合計","17","20","13","72","265","54","39","26","38","2","4","32","5","0","2","9","0","0","2","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2010年41週"
"集計期間終了週","2010年41週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","3","2","1","2","14","2","5","2","6","1","0","6","2","0","0","1","0","0","0","0","","","","","",""
"区南部","4","1","3","11","30","7","2","3","5","1","1","4","1","0","0","1","0","0","0","0","","","","","",""
"区西南部","1","1","1","3","16","1","5","3","1","0","1","2","0","0","1","0","0","0","0","0","","","","","",""
"区西部","3","2","1","4","23","1","3","6","2","0","1","1","1","0","0","0","0","0","2","0","","","","","",""
"区西北部","1","0","1","3","15","3","2","5","6","0","1","2","2","0","2","1","0","0","0","0","","","","","",""
"区東北部","0","1","1","12","15","7","1","3","5","0","1","5","1","0","0","2","0","0","2","0","","","","","",""
"区東部","3","1","0","3","24","1","3","2","3","0","3","2","0","0","0","1","0","0","0","0","","","","","",""
"西多摩","0","0","1","1","3","4","3","1","2","0","1","1","0","0","0","0","1","0","1","0","","","","","",""
"南多摩","3","3","1","20","47","11","2","2","2","0","1","4","2","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","2","5","5","1","2","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","0","3","4","6","1","1","4","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","1","1","3","3","14","2","2","3","8","0","0","5","0","0","0","2","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"合計","19","12","13","67","210","51","30","33","44","2","11","37","9","0","3","8","1","0","5","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2010年41週"
"集計期間終了週","2010年41週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","5","8","3","7","26","7","12","5","10","2","0","10","2","0","0","2","0","0","0","0","26","18","2","4","4","0"
