"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年36週
"集計期間終了週",2016年36週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","22","9","31","415"
"RSウイルス感染症","242","207","449","262"
"咽頭結膜熱","46","48","94","262"
"Ａ群溶血性レンサ球菌咽頭炎","178","156","334","262"
"感染性胃腸炎","661","537","1198","262"
"水痘","35","25","60","262"
"手足口病","162","99","261","262"
"伝染性紅斑","20","16","36","262"
"突発性発しん","91","84","175","262"
"百日咳","2","1","3","262"
"ヘルパンギーナ","215","199","414","262"
"流行性耳下腺炎","72","76","148","262"
"不明発しん症","13","13","26","262"
"川崎病","7","0","7","262"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","16","16","32","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","2","2","25"
"マイコプラズマ肺炎","10","14","24","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","0","0","0","25"
