"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2013年4月"
"集計期間終了月","2013年4月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","14","2","3","8","0","5","4","1","0","0","",""
"中央区","15","2","1","3","0","0","0","0","0","0","",""
"みなと","11","28","11","11","0","0","3","0","0","0","",""
"新宿区","15","10","20","15","0","9","6","1","0","0","",""
"文京","5","4","0","2","0","0","2","3","0","0","",""
"台東","0","0","0","0","0","0","0","0","0","0","",""
"墨田区","2","0","0","1","0","0","3","1","0","0","",""
"江東区","13","2","4","5","0","0","0","0","0","0","",""
"品川区","4","3","2","4","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","3","0","0","2","0","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","3","1","0","0","",""
"渋谷区","9","2","2","3","1","0","2","0","0","0","",""
"中野区","1","2","1","2","0","0","0","0","0","0","",""
"杉並","2","0","0","3","0","0","1","0","0","0","",""
"池袋","13","4","7","2","0","1","0","3","0","0","",""
"北区","1","0","0","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","0","",""
"板橋区","2","0","1","2","0","0","2","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","3","0","0","1","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","2","6","0","0","",""
"江戸川","2","0","0","1","0","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","0","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","2","0","0","0","0","0","0","0","0","0","",""
"多摩府中","1","1","1","0","0","0","11","13","0","0","",""
"多摩小平","0","0","0","0","0","0","1","5","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","118","60","53","65","1","15","40","34","0","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2013年4月"
"集計期間終了月","2013年4月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","1","1","1","0","0","0","3","0","0","0","",""
"中央区","0","0","0","0","0","0","0","0","0","0","",""
"みなと","3","2","4","0","0","0","2","0","0","0","",""
"新宿区","9","7","6","6","0","0","2","1","0","0","",""
"文京","0","0","0","0","0","0","0","3","0","0","",""
"台東","1","0","0","0","0","0","0","0","0","0","",""
"墨田区","5","0","2","0","1","0","1","1","0","0","",""
"江東区","0","0","0","0","1","0","0","0","0","0","",""
"品川区","1","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","8","0","0","0","0","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","2","1","0","0","",""
"渋谷区","5","8","1","0","2","0","0","0","0","0","",""
"中野区","0","0","1","0","3","0","0","0","0","0","",""
"杉並","0","0","0","1","0","0","0","0","0","0","",""
"池袋","9","2","3","0","0","0","4","1","0","0","",""
"北区","0","0","0","0","0","0","0","0","0","0","",""
"荒川区","3","1","0","0","0","0","0","0","0","0","",""
"板橋区","1","1","0","0","0","0","1","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","5","1","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","1","3","0","0","",""
"江戸川","6","2","1","2","1","0","0","0","0","0","",""
"八王子市","8","0","0","0","1","0","0","0","0","0","",""
"町田市","6","1","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","12","0","1","2","0","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","11","10","0","0","",""
"多摩小平","0","0","0","0","0","0","0","4","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","83","26","20","11","9","0","27","24","0","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2013年4月"
"集計期間終了月","2013年4月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","15","3","4","8","0","5","7","1","0","0","2","2"
"中央区","15","2","1","3","0","0","0","0","0","0","3","0"
"みなと","14","30","15","11","0","0","5","0","0","0","2","1"
"新宿区","24","17","26","21","0","9","8","2","0","0","7","2"
"文京","5","4","0","2","0","0","2","6","0","0","1","1"
"台東","1","0","0","0","0","0","0","0","0","0","2","0"
"墨田区","7","0","2","1","1","0","4","2","0","0","2","1"
"江東区","13","2","4","5","1","0","0","0","0","0","2","0"
"品川区","5","3","2","4","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0","0"
"大田区","11","0","0","2","0","0","0","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","5","2","0","0","0","2"
"渋谷区","14","10","3","3","3","0","2","0","0","0","5","1"
"中野区","1","2","2","2","3","0","0","0","0","0","2","1"
"杉並","2","0","0","4","0","0","1","0","0","0","2","1"
"池袋","22","6","10","2","0","1","4","4","0","0","3","1"
"北区","1","0","0","0","0","0","0","0","0","0","1","0"
"荒川区","3","1","0","0","0","0","0","0","0","0","1","0"
"板橋区","3","1","1","2","0","0","3","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0","0"
"足立","8","1","0","1","0","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","3","9","0","0","0","1"
"江戸川","8","2","1","3","1","0","0","0","0","0","2","0"
"八王子市","8","0","0","0","1","0","0","0","0","0","4","1"
"町田市","6","1","0","0","0","0","0","0","0","0","1","0"
