"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2000年43週"
"集計期間終了週","2000年43週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","0","4","12","1","8","1","1","0","0","1","0","4","2","0","0","1","0","0","0","0","0","0","","","","","",""
"区南部","0","0","2","1","21","0","8","1","7","0","1","1","1","4","1","0","0","2","0","0","0","0","0","0","","","","","",""
"区西南部","1","0","0","5","28","5","3","6","3","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","0","5","20","4","11","1","5","0","0","0","1","7","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区西北部","1","0","0","5","15","5","28","0","5","0","0","1","0","6","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","1","3","23","5","1","2","2","0","0","1","0","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","0","0","0","4","12","2","4","1","2","0","0","0","0","1","2","0","0","2","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","1","18","2","4","0","3","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","0","0","2","20","1","3","1","3","0","0","3","0","7","1","0","0","2","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","1","4","0","2","2","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","3","0","0","2","9","1","1","0","2","0","0","0","0","2","1","0","0","3","0","0","0","0","0","0","","","","","",""
"北多摩北部","1","0","0","3","11","1","4","1","2","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","7","0","4","36","193","27","77","16","35","0","1","8","5","50","7","0","0","13","0","0","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2000年43週"
"集計期間終了週","2000年43週"
"性別","女性"

