"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年9週
"集計期間終了週",2016年9週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4819","4680","9499","415"
"RSウイルス感染症","19","14","33","260"
"咽頭結膜熱","19","24","43","260"
"Ａ群溶血性レンサ球菌咽頭炎","393","347","740","260"
"感染性胃腸炎","927","894","1821","260"
"水痘","52","46","98","260"
"手足口病","2","0","2","260"
"伝染性紅斑","43","37","80","260"
"突発性発しん","60","45","105","260"
"百日咳","0","1","1","260"
"ヘルパンギーナ","5","4","9","260"
"流行性耳下腺炎","72","49","121","260"
"不明発しん症","8","5","13","260"
"川崎病","2","4","6","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","3","4","7","38"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","2","4","6","25"
"クラミジア肺炎(オウム病は除く)","2","1","3","25"
"感染性胃腸炎（ロタウイルス）","1","1","2","25"
"インフルエンザ入院","24","13","37","25"
