"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2023年37週"
"集計期間終了週","2023年37週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","15","27","1","4","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","24","18","0","2","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","36","50","1","11","8","8","1","3","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","43","57","2","11","3","6","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","69","35","0","7","3","3","1","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","47","44","0","5","4","9","0","13","0","2","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","49","93","0","2","3","6","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","130","79","0","11","6","21","1","6","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","33","52","0","5","13","10","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","47","41","3","8","4","4","0","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","115","110","1","17","8","52","0","14","1","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","203","244","2","37","18","32","2","16","0","1","10","2","1","0","0","4","0","0","0","0","0","1","","","","","",""
"渋谷区","31","39","0","0","1","5","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"中野区","107","106","1","2","10","21","1","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","120","130","2","6","8","20","1","3","0","3","0","0","0","0","0","1","0","0","0","0","0","2","","","","","",""
"池袋","52","63","0","3","0","2","0","3","0","0","3","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北区","56","105","0","1","6","11","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","61","74","0","3","1","11","0","9","0","1","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","78","109","0","3","3","16","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","128","205","0","7","15","24","0","9","2","4","9","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","78","147","1","5","2","30","0","10","0","2","3","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","68","101","0","4","0","8","0","9","0","0","3","0","0","0","0","1","0","0","0","0","0","1","","","","","",""
"江戸川","133","160","0","24","18","25","1","16","0","2","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","182","179","1","13","12","51","0","15","0","1","5","0","1","0","0","3","0","0","0","0","0","1","","","","","",""
"町田市","48","97","0","3","5","29","0","18","0","1","8","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","35","77","0","5","1","6","0","13","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","83","92","0","6","1","14","0","3","0","3","1","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"多摩立川","107","147","0","1","19","20","0","15","0","0","5","0","1","0","0","2","0","0","0","0","0","0","","","","","",""
"多摩府中","302","341","1","15","45","40","0","21","4","5","9","2","3","0","0","2","0","0","0","0","0","2","","","","","",""
"多摩小平","180","227","1","9","25","52","0","10","0","6","8","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"島しょ","2","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2662","3265","17","230","244","541","9","243","8","42","80","8","9","0","0","18","0","0","0","0","0","8","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2023年37週"
"集計期間終了週","2023年37週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","14","33","2","8","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","31","18","0","0","1","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","38","47","1","8","4","3","0","5","0","0","3","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"新宿区","60","71","3","10","2","9","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"文京","59","46","0","6","2","1","0","0","0","0","1","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","33","37","0","2","6","12","0","10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","42","80","0","1","1","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","90","96","2","7","2","18","0","5","0","1","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","31","48","0","5","11","11","0","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","33","63","0","9","5","5","0","5","0","0","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"大田区","103","160","0","12","10","42","1","8","0","4","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","136","196","3","25","10","23","4","16","0","4","9","0","0","0","0","4","0","0","0","0","0","2","","","","","",""
"渋谷区","21","38","0","0","3","8","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"中野区","96","114","0","2","19","12","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","102","151","1","10","2","19","0","5","0","2","2","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","42","72","1","3","0","2","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","49","132","1","2","3","6","3","10","0","4","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","53","79","1","0","6","12","0","7","0","2","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","53","121","1","3","5","17","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","95","152","2","9","12","23","0","16","0","2","11","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"足立","56","147","0","3","3","29","0","8","0","5","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
