"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年8週
"集計期間終了週",2012年8週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","6953","7010","13963","419"
"RSウイルス感染症","26","25","51","264"
"咽頭結膜熱","27","25","52","264"
"Ａ群溶血性レンサ球菌咽頭炎","266","232","498","264"
"感染性胃腸炎","1090","976","2066","264"
"水痘","181","143","324","264"
"手足口病","3","2","5","264"
"伝染性紅斑","24","20","44","264"
"突発性発しん","80","60","140","264"
"百日咳","4","2","6","264"
"ヘルパンギーナ","3","2","5","264"
"流行性耳下腺炎","25","18","43","264"
"不明発しん症","12","3","15","264"
"川崎病","2","3","5","264"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","9","13","22","39"
"細菌性髄膜炎","0","1","1","24"
"無菌性髄膜炎","1","1","2","24"
"マイコプラズマ肺炎","12","11","23","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
"インフルエンザ入院","37","31","68","25"
