"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2025年47週"
"集計期間終了週","2025年47週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"～5ヶ月","30","1","791","7","0","0","8","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"～1歳","74","1","*","6","1","0","37","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"1歳","323","8","5377","13","5","8","97","0","3","2","14","3","0","0","1","0","0","0","0","1","0","0","5","0","0","0","2","1","1","3","2","0","0","0"
"2歳","428","3","*","10","4","11","91","2","2","0","9","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","1","1","0","2","2","0","0","1"
"3歳","484","1","*","3","3","18","63","3","0","2","0","1","0","3","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","2","1","0","0","0"
"4歳","648","2","*","2","4","32","60","3","1","1","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","1","1","1","4","2","0","0","0"
"5歳","780","1","6060","0","2","37","73","1","0","3","0","1","2","0","0","0","1","0","0","1","0","0","4","0","1","0","1","0","0","3","1","0","0","0"
"6歳","738","3","*","0","2","37","41","0","0","1","0","1","2","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"7歳","830","4","*","0","2","38","52","4","0","0","0","1","1","0","0","0","0","0","0","2","0","0","3","0","0","0","2","0","0","1","2","0","0","0"
"8歳","727","1","*","0","1","25","44","1","0","1","0","0","1","0","0","0","3","0","0","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"9歳","616","1","*","0","0","31","41","4","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","2429","9","3700","0","1","71","110","18","0","0","0","0","3","0","0","0","0","0","0","0","0","1","2","1","0","0","0","0","0","2","0","0","0","1"
"15～19歳","916","12","1491","0","0","1","40","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","4","0","0","0","1","0","0","3","1","0","0","0"
"20～29歳","569","15","1013","0","0","5","40","2","0","0","0","0","0","0","0","0","2","0","0","1","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"30～39歳","405","9","845","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"40～49歳","424","20","888","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
