"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2019年46週
"集計期間終了週",2019年46週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","400","428","828","413"
"RSウイルス感染症","29","33","62","260"
"咽頭結膜熱","58","43","101","260"
"Ａ群溶血性レンサ球菌咽頭炎","395","328","723","260"
"感染性胃腸炎","703","609","1312","260"
"水痘","71","53","124","260"
"手足口病","218","199","417","260"
"伝染性紅斑","26","21","47","260"
"突発性発しん","64","82","146","260"
"ヘルパンギーナ","15","28","43","260"
"流行性耳下腺炎","6","10","16","260"
"不明発しん症","6","5","11","260"
"川崎病","1","0","1","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","8","2","10","38"
"細菌性髄膜炎","0","2","2","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","11","12","23","25"
"クラミジア肺炎(オウム病は除く)","0","2","2","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","1","1","2","25"
