"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2012年45週"
"集計期間終了週","2012年45週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","9","5","8","94","11","9","1","5","1","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"区南部","0","8","8","18","161","9","5","1","9","1","1","4","0","1","0","0","0","0","0","0","0","","","","","",""
"区西南部","2","2","1","46","133","9","2","2","7","0","0","0","1","0","0","2","0","0","3","0","0","","","","","",""
"区西部","3","14","3","32","79","5","3","0","9","0","0","2","0","0","0","0","0","0","2","0","0","","","","","",""
"区西北部","0","3","6","13","110","25","9","1","4","0","0","5","0","0","0","2","0","0","0","0","0","","","","","",""
"区東北部","2","8","16","23","103","10","10","3","11","0","1","7","2","0","0","0","0","0","8","0","0","","","","","",""
"区東部","3","17","16","45","142","4","7","0","11","0","2","4","2","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","3","20","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","14","10","52","216","17","11","1","11","1","3","11","3","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","0","6","0","22","53","8","1","1","6","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","8","2","19","87","12","7","0","7","1","0","4","1","1","0","1","0","1","4","0","0","","","","","",""
"北多摩北部","5","9","2","22","50","20","2","0","8","0","1","0","0","0","0","0","0","0","1","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","17","98","69","304","1248","132","67","10","89","4","8","40","9","2","0","7","0","1","18","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2012年45週"
"集計期間終了週","2012年45週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","3","8","5","13","99","9","3","2","7","3","0","2","0","1","0","1","0","0","0","0","0","","","","","",""
"区南部","0","5","4","14","146","5","1","1","12","1","3","2","1","1","0","0","0","0","0","0","0","","","","","",""
"区西南部","1","3","2","26","169","5","3","2","12","0","2","1","2","0","0","2","0","0","3","0","0","","","","","",""
"区西部","2","7","2","18","72","1","3","0","5","0","0","4","0","0","0","0","0","0","4","0","0","","","","","",""
"区西北部","2","3","3","11","96","17","11","1","9","0","0","5","3","0","0","2","0","0","1","0","0","","","","","",""
"区東北部","2","7","14","21","82","7","10","4","13","0","1","1","2","0","0","0","0","0","6","0","0","","","","","",""
"区東部","6","12","8","46","129","8","8","0","9","0","7","5","2","0","0","0","0","0","1","0","0","","","","","",""
"西多摩","0","1","2","1","29","3","1","0","4","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","12","3","37","215","26","10","2","14","1","2","7","5","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","1","13","1","16","40","4","4","1","4","0","0","1","0","0","0","0","0","0","1","0","0","","","","","",""
"北多摩南部","2","6","2","11","86","9","3","0","11","1","2","3","1","1","0","2","1","1","4","0","0","","","","","",""
"北多摩北部","2","1","2","24","52","16","1","0","4","2","1","0","0","0","0","2","2","0","5","0","0","","","","","",""
"島しょ","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","22","78","48","240","1215","110","58","13","104","8","19","32","17","3","0","10","3","1","25","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2012年45週"
"集計期間終了週","2012年45週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","4","17","10","21","193","20","12","3","12","4","0","2","0","1","0","2","0","0","0","0","0","32","20","2","4","4","0"
"区南部","0","13","12","32","307","14","6","2","21","2","4","6","1","1","0","0","0","0","0","0","0","33","21","3","1","1","0"
"区西南部","3","5","3","72","302","14","5","2","19","0","2","1","3","0","0","4","0","0","6","0","0","39","24","4","3","3","0"
"区西部","5","21","5","50","151","6","6","0","14","0","0","6","0","0","0","0","0","0","6","0","0","39","25","4","4","4","0"
"区西北部","2","3","9","24","206","42","20","1","13","0","0","10","3","0","0","4","0","0","1","0","0","53","32","6","2","2","0"
"区東北部","4","15","30","44","185","17","20","7","24","0","1","8","2","0","0","0","0","0","14","0","0","40","25","4","1","1","0"
"区東部","9","29","24","91","271","12","15","0","20","0","9","9","4","0","0","0","0","0","1","0","0","41","26","4","1","1","0"
"西多摩","0","1","2","4","49","5","2","0","5","0","0","1","1","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","2","26","13","89","431","43","21","3","25","1","5","18","8","0","0","1","0","0","0","0","0","45","28","4","1","1","0"
"北多摩西部","1","19","1","38","93","12","5","1","10","0","0","2","0","0","0","0","0","0","1","0","0","21","14","2","1","1","0"
"北多摩南部","2","14","2","30","173","21","10","0","18","1","2","7","2","1","0","3","1","2","8","0","0","32","20","3","3","3","0"
"北多摩北部","7","10","4","46","102","36","3","0","12","2","2","0","0","0","0","2","2","0","6","0","0","23","15","2","2","2","0"
"島しょ","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","39","173","115","544","2463","242","125","19","193","10","26","70","24","3","0","16","3","2","43","0","0","414","259","39","25","25","0"


