"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2025年45週
"集計期間終了週",2025年45週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","6140","5993","12133","418"
"新型コロナウイルス感染症（COVID-19）","198","236","434","418"
"急性呼吸器感染症（ARI）","17377","17278","34655","418"
"RSウイルス感染症","59","47","106","264"
"咽頭結膜熱","29","18","47","264"
"Ａ群溶血性レンサ球菌咽頭炎","237","210","447","264"
"感染性胃腸炎","569","557","1126","264"
"水痘","35","36","71","264"
"手足口病","19","15","34","264"
"伝染性紅斑","17","24","41","264"
"突発性発しん","29","28","57","264"
"ヘルパンギーナ","18","13","31","264"
"流行性耳下腺炎","7","2","9","264"
"不明発しん症","15","6","21","264"
"川崎病","2","1","3","264"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","11","12","23","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","5","6","11","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","1","1","25"
"インフルエンザ入院","50","39","89","25"
"COVID-19入院","16","14","30","25"
