"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2008年34週"
"集計期間終了週","2008年34週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","","","","","",""
"中央区","0","0","1","4","1","0","3","0","0","0","0","1","1","0","0","0","0","0","0","0","","","","","",""
"みなと","0","3","4","2","9","1","2","0","5","0","6","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","0","0","1","9","1","2","0","2","0","3","2","0","0","0","2","0","0","2","0","","","","","",""
"文京","0","0","0","1","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","0","0","1","19","1","0","0","0","1","4","3","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","5","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"江東区","0","0","0","4","6","0","4","0","1","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","0","1","11","0","3","0","1","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","0","0","0","0","0","1","0","3","0","0","1","0","0","0","0","0","0","","","","","",""
"大田区","0","4","1","4","18","1","3","2","5","0","6","1","0","0","0","1","0","0","0","0","","","","","",""
"世田谷","0","0","3","3","8","0","3","1","3","0","6","3","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","1","0","3","0","2","0","0","0","2","5","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","0","0","1","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","9","1","21","0","4","0","1","0","0","2","2","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","2","0","4","0","1","0","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","1","0","2","0","4","1","3","0","8","0","0","0","0","1","0","0","0","0","","","","","",""
"荒川区","0","0","0","1","5","1","1","1","0","0","2","6","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","0","1","0","3","0","3","0","3","0","7","4","0","0","0","1","0","0","0","0","","","","","",""
"足立","0","0","1","2","9","2","2","0","4","0","6","4","0","0","0","1","0","0","0","0","","","","","",""
"葛飾区","0","0","0","1","7","0","4","0","1","0","3","3","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","0","0","1","0","8","0","1","0","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","6","3","4","21","3","6","1","2","0","7","4","1","0","0","1","0","0","0","0","","","","","",""
"町田市","1","0","2","5","9","0","7","0","5","1","5","2","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","0","3","0","1","0","2","0","2","0","0","0","0","0","1","0","0","0","","","","","",""
"南多摩","0","0","0","1","4","0","5","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","1","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","0","0","1","1","1","3","0","5","0","5","2","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","0","1","7","4","27","1","6","0","6","0","9","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1","15","44","42","242","13","70","6","53","2","104","47","5","1","0","7","1","0","5","0","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2008年34週"
"集計期間終了週","2008年34週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","","","","","",""
"中央区","0","0","2","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"みなと","0","0","3","2","13","0","0","0","1","0","7","1","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","0","0","1","7","0","1","0","1","0","2","0","0","0","0","0","1","0","1","0","","","","","",""
"文京","0","0","0","1","0","2","0","0","0","0","2","1","0","0","0","1","0","0","0","0","","","","","",""
"台東","0","0","0","0","13","0","1","0","1","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","0","2","3","7","2","2","0","3","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","0","4","5","0","1","0","2","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","1","1","0","1","2","1","0","2","0","0","0","0","1","0","0","0","0","","","","","",""
"大田区","0","3","0","3","13","0","7","0","1","0","4","0","1","0","0","1","0","0","0","0","","","","","",""
"世田谷","0","0","2","2","5","2","7","1","4","0","10","3","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","1","0","6","0","2","0","2","0","4","2","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","0","0","0","10","1","3","0","0","0","1","0","0","0","0","1","0","0","0","0","","","","","",""
"杉並","0","2","8","2","20","0","5","0","4","0","1","3","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","1","0","3","0","0","1","0","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","0","1","1","1","2","1","1","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","0","0","1","4","0","0","0","2","0","4","5","1","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","0","2","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","1","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1","0","0","0","0","","","","","",""
"足立","0","0","4","0","9","2","1","0","1","0","1","7","2","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","1","5","6","1","1","0","1","0","1","9","1","0","0","0","0","0","4","0","","","","","",""
"江戸川","0","0","0","0","5","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","4","1","7","19","2","1","0","2","1","5","1","1","0","0","0","0","0","0","0","","","","","",""
"町田市","0","0","3","3","7","1","4","0","3","0","8","0","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","0","2","2","1","0","1","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","0","0","2","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","0","1","2","1","0","2","2","4","0","7","2","1","0","1","0","0","0","0","0","","","","","",""
"多摩小平","0","0","1","2","18","2","1","0","2","0","9","2","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1","10","32","41","184","19","45","7","41","2","92","43","9","0","1","6","1","0","6","0","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2008年34週"
"集計期間終了週","2008年34週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","2","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","4","0","4","3","0","2","2","0"
"中央区","0","0","3","5","2","0","3","0","0","0","0","1","2","0","0","0","0","0","0","0","4","3","1","0","0","0"
"みなと","0","3","7","4","22","1","2","0","6","0","13","1","0","0","0","0","0","0","0","0","8","6","0","1","1","0"
"新宿区","0","0","0","2","16","1","3","0","3","0","5","2","0","0","0","2","1","0","3","0","9","6","2","2","2","0"
"文京","0","0","0","2","1","2","0","0","0","0","4","4","0","0","0","1","0","0","0","0","5","3","1","1","1","0"
"台東","0","0","0","1","32","1","1","0","1","1","5","5","0","0","0","0","0","0","0","0","5","3","0","0","0","0"
"墨田区","0","0","7","0","9","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","6","3","1","1","1","0"
"江東区","0","0","2","7","13","2","6","0","4","0","10","0","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"品川区","0","0","0","5","16","0","4","0","3","0","7","0","0","0","0","0","0","0","0","0","9","5","1","0","0","0"
"目黒区","0","0","0","1","1","0","1","2","2","0","5","0","0","1","0","1","0","0","0","0","6","3","1","0","0","0"
"大田区","0","7","1","7","31","1","10","2","6","0","10","1","1","0","0","2","0","0","0","0","16","9","2","1","1","0"
"世田谷","0","0","5","5","13","2","10","2","7","0","16","6","0","0","0","0","0","0","0","0","14","8","2","2","2","0"
"渋谷区","0","0","2","0","9","0","4","0","2","0","6","7","0","0","0","0","0","0","0","0","6","4","1","1","1","0"
"中野区","0","0","0","1","27","1","3","0","0","0","1","0","0","0","0","1","0","0","0","0","9","6","1","1","1","0"
"杉並","0","2","17","3","41","0","9","0","5","0","1","5","2","0","0","0","0","0","0","0","12","6","1","1","1","0"
"池袋","0","0","3","0","7","0","1","1","1","0","5","1","0","0","0","0","0","0","0","0","8","5","1","0","1","0"
"北区","0","0","1","1","3","1","6","2","4","0","11","1","0","0","0","1","0","0","0","0","7","4","1","0","0","0"
"荒川区","0","0","0","2","9","1","1","1","2","0","6","11","1","0","0","0","0","0","0","0","4","2","1","0","0","0"
"板橋区","0","0","0","0","3","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","12","6","2","1","1","0"
"練馬区","1","0","1","0","3","0","4","0","4","0","8","4","0","0","0","2","0","0","0","0","11","4","2","0","0","0"
"足立","0","0","5","2","18","4","3","0","5","0","7","11","2","0","0","1","0","0","0","0","12","5","2","0","0","0"
"葛飾区","0","0","1","6","13","1","5","0","2","0","4","12","1","0","0","0","0","0","4","0","9","4","1","1","1","0"
"江戸川","0","0","1","0","13","0","1","0","2","0","3","0","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"八王子市","0","10","4","11","40","5","7","1","4","1","12","5","2","0","0","1","0","0","0","0","10","4","1","1","1","0"
"町田市","1","0","5","8","16","1","11","0","8","1","13","2","1","0","0","0","0","0","0","0","9","4","1","0","0","0"
"西多摩","0","0","1","0","3","1","1","0","3","0","2","0","0","0","0","0","1","0","0","0","9","5","1","1","1","0"
"南多摩","0","0","0","1","6","2","6","0","1","1","4","0","0","0","0","0","0","0","0","0","7","3","1","0","0","0"
"多摩立川","0","0","1","0","12","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","12","5","2","1","1","0"
"多摩府中","0","0","1","3","2","1","5","2","9","0","12","4","1","0","1","0","0","0","0","0","21","10","3","2","3","0"
"多摩小平","0","1","8","6","45","3","7","0","8","0","18","2","0","0","0","1","0","0","0","0","14","6","2","2","2","0"
"島しょ","0","0","0","0","0","0","0","0","1","0","5","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","2","25","76","83","426","32","115","13","94","4","196","90","14","1","1","13","2","0","11","0","278","144","37","23","25","0"


