"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2011年33週
"集計期間終了週",2011年33週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","2","2","394"
"RSウイルス感染症","23","28","51","246"
"咽頭結膜熱","33","28","61","246"
"Ａ群溶血性レンサ球菌咽頭炎","45","59","104","246"
"感染性胃腸炎","270","236","506","246"
"水痘","48","58","106","246"
"手足口病","553","483","1036","246"
"伝染性紅斑","31","27","58","246"
"突発性発しん","52","51","103","246"
"百日咳","0","0","0","246"
"ヘルパンギーナ","270","264","534","246"
"流行性耳下腺炎","30","27","57","246"
"不明発しん症","12","8","20","246"
"川崎病","2","1","3","246"
"急性出血性結膜炎","0","1","1","35"
"流行性角結膜炎","7","14","21","35"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","3","1","4","25"
"マイコプラズマ肺炎","11","6","17","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
