"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2020年52週
"集計期間終了週",2020年52週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","1","2","407"
"RSウイルス感染症","2","3","5","256"
"咽頭結膜熱","33","20","53","256"
"Ａ群溶血性レンサ球菌咽頭炎","65","41","106","256"
"感染性胃腸炎","409","382","791","256"
"水痘","20","11","31","256"
"手足口病","0","3","3","256"
"伝染性紅斑","1","2","3","256"
"突発性発しん","65","53","118","256"
"ヘルパンギーナ","3","2","5","256"
"流行性耳下腺炎","7","9","16","256"
"不明発しん症","5","6","11","256"
"川崎病","0","2","2","256"
"急性出血性結膜炎","0","1","1","37"
"流行性角結膜炎","2","3","5","37"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","0","1","1","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
"感染性胃腸炎（ロタウイルス）","0","0","0","24"
"インフルエンザ入院","0","0","0","25"
