"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2025年1週"
"集計期間終了週","2025年1週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"～5ヶ月","9","5","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","4"
"～1歳","30","4","2","1","1","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","1","0","0","5","1","0","0","0"
"1歳","81","3","5","3","2","10","0","2","4","1","0","0","0","2","0","0","0","1","0","0","0","12","1","1","0","2","0","1","10","2","0","0","1"
"2歳","66","5","2","0","3","8","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","6","1","1","1","3","1","1","3","3","0","0","1"
"3歳","53","1","0","0","2","6","1","1","3","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","1","1","1","1","0","0","0"
"4歳","89","0","0","0","6","6","2","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","59","0","0","0","4","8","3","0","6","0","0","1","0","0","0","0","0","0","0","0","0","2","0","1","0","1","0","0","1","1","0","0","0"
"6歳","70","1","0","1","2","6","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","1","0","0","0","1","0","0","0","0"
"7歳","66","2","0","0","3","6","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"8歳","50","0","0","1","4","8","3","0","4","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","70","1","0","0","4","7","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"10～14歳","277","9","0","0","10","9","10","0","2","0","0","1","0","0","0","1","0","0","3","0","0","2","1","1","1","1","1","0","0","1","0","1","0"
"15～19歳","167","11","1","0","0","3","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"20～29歳","205","22","0","1","8","17","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"30～39歳","187","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","3","0","0","0","1"
"40～49歳","244","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","1","0","4","1","0","0","0"
"50～59歳","224","22","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","13","1","1","0","1","1","0","11","1","0","0","1"
"60～69歳","152","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","5","4","2","4","0","0","10","4","2","0","3"
"70～79歳","86","18","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","33","14","4","3","5","0","0","23","5","1","0","13"
"80歳以上","45","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","30","2","9","2","1","0","35","2","0","1","29"
"合計","2230","206","13","7","49","100","23","4","36","5","0","2","0","3","0","7","0","1","7","0","0","151","59","16","17","21","6","3","110","22","3","2","54"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2025年1週"
"集計期間終了週","2025年1週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"～5ヶ月","6","3","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"～1歳","23","4","1","0","1","5","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","1","1","0"
"1歳","52","4","0","0","4","11","0","1","2","1","0","0","0","0","0","0","0","0","1","0","0","7","0","0","0","1","0","0","6","1","0","0","0"
"2歳","64","4","1","2","1","7","0","1","1","0","0","0","0","1","0","0","0","0","2","0","0","2","0","0","0","1","0","0","1","1","0","0","0"
"3歳","61","3","1","1","4","7","1","2","3","0","0","0","0","1","0","0","0","0","1","0","0","3","0","0","0","0","0","0","3","0","0","0","0"
"4歳","55","2","1","0","1","7","0","0","5","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0"
"5歳","72","1","0","0","5","5","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"6歳","58","0","0","0","4","1","0","0","6","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"7歳","56","0","0","0","7","4","1","2","4","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","2","0","0","0","0"
"8歳","67","1","0","1","4","1","2","0","6","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1","1","1","0","1","0","1","0","0","0"
"9歳","53","0","0","0","4","0","1","0","4","0","0","0","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0","0","1","0","0","0","0"
"10～14歳","194","5","0","1","2","13","3","0","1","0","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","1","0","0","1","1","0","0","1"
"15～19歳","140","9","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","1","0","1","1","0","2","1","0","0","0"
"20～29歳","224","22","0","0","2","10","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","2","0","0","0","1"
"30～39歳","266","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","0","0","0","5","0","0","1","0"
"40～49歳","296","29","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","7","2","1","0","1","1","0","5","1","0","0","2"
"50～59歳","293","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","1","0","1","0","0","3","1","1","0","0"
"60～69歳","113","25","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","13","3","4","1","1","0","0","9","1","0","0","3"
"70～79歳","74","19","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","23","10","3","2","3","0","0","16","3","1","2","8"
"80歳以上","77","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","27","1","3","2","0","0","45","2","1","1","25"
"合計","2244","222","4","5","40","74","9","7","41","4","0","0","1","3","0","5","0","0","10","0","1","130","48","13","7","14","2","1","104","14","4","5","41"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2025年1週"
"集計期間終了週","2025年1週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"～5ヶ月","15","8","3","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","1","4","0","0","0","0","0","1","0","0","0","4"
"～1歳","53","8","3","1","2","11","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","7","1","0","0","1","0","0","6","1","1","1","0"
"1歳","133","7","5","3","6","21","0","3","6","2","0","0","0","2","0","0","0","1","1","0","0","19","1","1","0","3","0","1","16","3","0","0","1"
"2歳","130","9","3","2","4","15","0","1","2","1","0","0","0","2","0","1","0","0","2","0","0","8","1","1","1","4","1","1","4","4","0","0","1"
"3歳","114","4","1","1","6","13","2","3","6","1","0","0","0","1","0","0","0","0","1","0","0","5","0","0","0","1","1","1","4","1","0","0","0"
"4歳","144","2","1","0","7","13","2","1","8","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0"
"5歳","131","1","0","0","9","13","3","0","14","0","0","1","0","0","0","0","0","0","0","0","0","2","1","1","0","1","0","0","1","1","0","0","1"
"6歳","128","1","0","1","6","7","1","0","11","0","0","0","0","1","0","0","0","0","0","0","0","3","0","1","1","0","0","0","2","0","0","0","0"
"7歳","122","2","0","0","10","10","2","2","10","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","3","0","0","0","0"
"8歳","117","1","0","2","8","9","5","0","10","0","0","0","1","0","0","0","0","0","3","0","0","1","0","1","1","1","0","1","0","1","0","0","0"
"9歳","123","1","0","0","8","7","3","0","6","0","0","0","0","0","0","0","0","0","2","0","1","2","0","0","0","0","0","0","2","0","0","0","0"
"10～14歳","471","14","0","1","12","22","13","0","3","0","0","1","0","0","0","1","0","0","4","0","0","4","2","1","1","2","1","0","1","2","0","1","1"
"15～19歳","307","20","1","0","1","4","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","3","1","1","0","1","1","0","2","1","0","0","1"
"20～29歳","429","44","0","1","10","27","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","3","1","0","0","0","0","0","3","0","0","0","1"
"30～39歳","453","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","2","0","0","0","0","0","8","0","0","1","1"
"40～49歳","540","61","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","12","2","1","0","1","2","0","9","2","0","0","2"
"50～59歳","517","65","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","17","2","2","0","2","1","0","14","2","1","0","1"
"60～69歳","265","43","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","28","8","8","3","5","0","0","19","5","2","0","6"
"70～79歳","160","37","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","56","24","7","5","8","0","0","39","8","2","2","21"
"80歳以上","122","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97","57","3","12","4","1","0","80","4","1","2","54"
"合計","4474","428","17","12","89","174","32","11","77","9","0","2","1","6","0","12","0","1","17","0","1","281","107","29","24","35","8","4","214","36","7","7","95"
"定点数","320","320","203","203","203","203","203","203","203","203","203","203","203","203","30","30","25","25","25","25","25","25","25","25","25","25","25","25","25","25","25","25","25"


