"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2007年9月"
"集計期間終了月","2007年9月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","26","8","6","26","0","1","5","1","0","",""
"区南部","3","1","0","3","0","0","4","0","0","",""
"区西南部","9","2","0","4","0","2","7","0","1","",""
"区西部","40","20","23","14","0","2","47","3","0","",""
"区西北部","19","5","7","6","0","1","4","2","0","",""
"区東北部","5","1","2","1","0","0","2","1","0","",""
"区東部","18","6","4","10","0","5","2","2","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","1","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","2","0","0","0","0","0","14","4","1","",""
"北多摩北部","0","0","0","0","0","0","8","3","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","122","43","42","64","0","11","93","16","3","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2007年9月"
"集計期間終了月","2007年9月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","31","15","12","4","8","2","2","3","0","",""
"区南部","2","2","0","0","0","0","1","0","0","",""
"区西南部","8","0","5","0","0","0","4","0","0","",""
"区西部","13","10","12","3","1","0","23","0","0","",""
"区西北部","16","2","0","1","0","0","3","0","0","",""
"区東北部","1","2","0","1","0","0","1","0","0","",""
"区東部","10","3","2","1","2","1","1","2","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","15","1","2","0","3","0","0","0","1","",""
"北多摩西部","18","2","1","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","8","3","0","",""
"北多摩北部","1","0","0","0","0","0","6","5","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","115","37","34","10","14","3","49","13","1","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2007年9月"
"集計期間終了月","2007年9月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","57","23","18","30","8","3","7","4","0","11","4"
"区南部","5","3","0","3","0","0","5","0","0","3","1"
"区西南部","17","2","5","4","0","2","11","0","1","5","4"
"区西部","53","30","35","17","1","2","70","3","0","10","4"
"区西北部","35","7","7","7","0","1","7","2","0","6","2"
"区東北部","6","3","2","2","0","0","3","1","0","3","1"
"区東部","28","9","6","11","2","6","3","4","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","15","1","2","0","3","0","0","0","2","5","1"
"北多摩西部","18","2","1","0","0","0","0","0","0","2","1"
"北多摩南部","2","0","0","0","0","0","22","7","1","3","2"
"北多摩北部","1","0","0","0","0","0","14","8","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","237","80","76","74","14","14","142","29","4","55","25"


