"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2024年4週"
"集計期間終了週","2024年4週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"～5ヶ月","8","12","1","0","0","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5"
"～1歳","21","43","0","1","2","66","1","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"1歳","56","71","1","10","7","189","2","1","1","15","0","0","1","1","0","0","0","0","0","0","0","1","4","0","0","0","0","0","1","0","0","0","4"
"2歳","75","58","2","12","27","137","0","3","0","3","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","1","0","1","1","1","0"
"3歳","113","74","0","13","44","124","1","0","1","0","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"4歳","159","66","1","19","68","141","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"5歳","192","68","0","4","58","122","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","240","61","1","10","93","112","7","0","3","0","0","1","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","2","0","0","0","1"
"7歳","276","85","0","8","69","102","4","0","1","0","0","1","1","0","0","0","0","0","0","0","0","3","1","0","0","1","1","1","2","1","0","0","1"
"8歳","344","99","0","3","76","89","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","369","94","0","0","47","72","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","1","0","0","0","0"
"10～14歳","1186","374","0","6","90","172","3","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","2","0","0","0","0","0","1","0","1","0","1"
"15～19歳","400","131","0","0","4","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","1"
"20～29歳","177","149","0","3","13","122","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"30～39歳","165","179","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","165","234","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","4","1","0","0","0","0","0","0","0","0","4"
"50～59歳","118","182","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","5","0","0","1","0","0","0","1","1","1","4"
"60～69歳","45","116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","9","0","0","0","0","0","1","0","2","1","7"
"70～79歳","18","86","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","39","0","0","0","0","0","3","0","1","1","37"
"80歳以上","12","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","51","2","0","2","1","0","6","2","5","0","46"
"合計","4139","2240","6","89","598","1499","24","5","7","27","1","9","4","1","1","9","0","0","0","0","0","26","127","5","0","5","3","2","18","5","12","4","114"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2024年4週"
"集計期間終了週","2024年4週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

