"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年18週
"集計期間終了週",2012年18週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","82","115","197","401"
"RSウイルス感染症","11","6","17","251"
"咽頭結膜熱","24","15","39","251"
"Ａ群溶血性レンサ球菌咽頭炎","159","126","285","251"
"感染性胃腸炎","679","611","1290","251"
"水痘","65","49","114","251"
"手足口病","19","9","28","251"
"伝染性紅斑","13","15","28","251"
"突発性発しん","49","48","97","251"
"百日咳","3","1","4","251"
"ヘルパンギーナ","2","2","4","251"
"流行性耳下腺炎","17","14","31","251"
"不明発しん症","3","4","7","251"
"川崎病","1","0","1","251"
"急性出血性結膜炎","0","1","1","37"
"流行性角結膜炎","16","21","37","37"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","8","9","17","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","0","1","1","25"
