"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2020年39週"
"集計期間終了週","2020年39週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","1","2","30","4","0","0","4","0","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区南部","0","0","0","2","18","0","0","1","0","2","3","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","0","2","20","1","0","0","5","3","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","3","1","19","1","0","0","6","1","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区西北部","0","0","0","6","28","2","1","0","6","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","1","4","25","2","0","1","5","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","0","0","0","2","34","1","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","1","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","1","4","33","2","1","0","5","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","3","10","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","2","3","13","3","0","0","5","1","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","0","7","14","2","2","0","2","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","0","9","37","249","20","4","2","42","10","13","4","0","0","4","0","0","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2020年39週"
"集計期間終了週","2020年39週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","1","3","15","3","1","0","2","0","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区南部","0","0","2","2","24","0","0","1","6","3","3","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","0","3","10","1","0","0","4","2","1","1","0","0","2","0","0","0","0","0","0","","","","","",""
"区西部","0","0","1","6","18","1","0","0","2","1","1","0","1","0","1","0","0","0","0","0","0","","","","","",""
"区西北部","0","0","0","3","20","2","1","0","5","3","0","1","1","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","1","3","21","2","0","1","4","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","0","0","0","4","26","1","1","0","6","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","1","5","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","1","6","26","2","2","0","5","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","3","4","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","1","3","11","10","1","1","6","1","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","1","5","9","2","3","0","7","1","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","0","9","42","189","28","9","3","50","12","15","9","2","0","6","0","0","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2020年39週"
"集計期間終了週","2020年39週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","1","5","45","7","1","0","6","0","1","1","0","0","2","0","0","0","0","0","0","31","20","2","4","4","0"
"区南部","0","0","2","4","42","0","0","1","6","5","3","1","0","0","1","0","0","0","0","0","0","33","21","3","1","1","0"
"区西南部","0","0","0","5","30","2","0","0","9","5","1","2","0","0","2","0","0","0","0","0","0","40","25","4","3","3","0"
"区西部","0","0","4","7","37","1","0","0","8","2","1","0","1","0","1","0","0","0","0","0","0","35","22","3","4","4","0"
