"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2002年7週"
"集計期間終了週","2002年7週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","88","0","0","4","45","8","0","0","2","0","0","0","0","2","0","0","0","2","0","0","0","0","0","2","","","","","",""
"区南部","63","0","0","1","72","8","0","1","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","68","0","0","6","71","13","1","1","2","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","80","0","0","0","66","6","0","7","0","0","0","0","0","3","0","0","0","2","0","0","0","1","0","0","","","","","",""
"区西北部","167","0","0","0","42","19","0","2","3","0","0","0","0","5","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","144","0","0","2","37","9","0","1","2","0","0","2","0","4","0","1","0","0","0","0","0","0","0","0","","","","","",""
"区東部","77","0","0","9","47","1","0","0","3","0","0","0","2","2","1","0","0","0","0","0","2","0","0","0","","","","","",""
"西多摩","54","0","0","2","24","1","0","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","89","0","0","1","53","6","0","3","1","0","0","1","0","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"北多摩西部","68","0","0","1","14","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","93","0","0","0","31","2","0","0","2","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","58","0","0","1","35","2","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","8","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1057","0","0","27","545","76","1","15","22","0","0","3","3","35","3","1","0","7","0","0","2","1","0","2","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2002年7週"
"集計期間終了週","2002年7週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","86","0","0","5","40","10","0","1","1","0","0","0","3","3","2","0","0","2","0","0","0","0","0","1","","","","","",""
"区南部","99","0","1","2","59","6","4","2","5","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","83","0","1","5","74","10","2","1","4","1","0","0","1","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","84","0","0","0","72","11","0","6","2","0","0","0","0","4","0","0","0","2","0","0","0","1","0","0","","","","","",""
"区西北部","132","0","0","3","40","9","0","1","8","0","0","0","1","5","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","136","0","0","4","36","9","0","1","4","0","0","2","0","2","1","1","0","0","0","0","0","0","0","0","","","","","",""
"区東部","81","0","0","11","61","5","0","1","1","0","0","0","1","2","1","0","0","2","1","0","2","0","0","0","","","","","",""
"西多摩","46","0","0","1","27","1","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","89","0","0","1","68","3","0","1","3","0","0","1","0","1","3","0","0","2","0","0","0","0","0","0","","","","","",""
"北多摩西部","65","0","0","2","13","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","98","0","0","1","37","1","0","0","2","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","60","0","0","2","32","5","0","0","1","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","8","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1067","0","2","37","570","71","6","14","34","1","0","3","7","38","11","1","0","9","1","0","2","1","0","1","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2002年7週"
