"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2009年2月"
"集計期間終了月","2009年2月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","10","2","2","9","0","0","0","0","0","",""
"中央区","3","0","0","0","0","0","0","0","0","",""
"みなと","3","4","2","1","1","0","5","0","0","",""
"新宿区","15","17","16","13","0","2","21","3","0","",""
"文京","1","0","0","2","0","0","9","2","1","",""
"台東","0","1","0","1","0","0","0","0","0","",""
"墨田区","2","0","3","1","0","0","2","2","0","",""
"江東区","14","6","0","5","0","0","0","0","0","",""
"品川区","2","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","0","0","0","0","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","2","1","0","",""
"渋谷区","4","5","0","1","0","0","0","0","0","",""
"中野区","9","1","0","6","0","1","0","0","0","",""
"杉並","2","0","0","2","0","0","9","0","0","",""
"池袋","15","5","6","6","0","0","2","7","0","",""
"北区","0","0","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","0","0","1","3","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","2","1","2","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","9","0","0","",""
"江戸川","3","1","0","1","0","0","0","0","0","",""
"八王子市","1","0","2","0","0","0","5","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","1","0","0","0","0","0","0","0","0","",""
"多摩府中","2","0","0","0","0","0","11","0","0","",""
"多摩小平","0","0","0","0","0","0","8","3","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","89","43","34","51","1","3","83","18","1","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2009年2月"
"集計期間終了月","2009年2月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","1","0","0","0","0","1","0","0","0","",""
"中央区","4","2","2","1","0","0","0","0","0","",""
"みなと","8","1","0","0","1","0","3","0","0","",""
"新宿区","6","4","0","6","0","1","5","2","0","",""
"文京","0","0","0","0","0","0","0","3","0","",""
"台東","6","1","0","3","2","0","0","0","0","",""
"墨田区","2","0","0","0","0","0","0","3","1","",""
"江東区","3","0","0","0","0","0","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","3","0","0","0","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","3","0","0","",""
"渋谷区","2","7","0","0","0","0","0","0","0","",""
"中野区","3","0","0","2","0","0","0","0","0","",""
"杉並","1","0","0","0","0","0","4","0","0","",""
"池袋","11","3","3","3","2","0","2","7","0","",""
"北区","0","0","0","0","0","0","0","0","0","",""
"荒川区","2","0","0","0","0","0","0","0","0","",""
"板橋区","5","0","0","1","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","0","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","5","1","0","",""
"江戸川","12","1","0","1","4","0","0","0","0","",""
"八王子市","7","1","0","0","0","0","1","0","0","",""
"町田市","2","2","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","19","0","0","2","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","7","0","0","",""
"多摩小平","0","1","0","0","0","0","5","5","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","97","23","5","19","9","2","35","21","1","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2009年2月"
"集計期間終了月","2009年2月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","11","2","2","9","0","1","0","0","0","2","2"
"中央区","7","2","2","1","0","0","0","0","0","3","0"
"みなと","11","5","2","1","2","0","8","0","0","2","1"
"新宿区","21","21","16","19","0","3","26","5","0","6","2"
"文京","1","0","0","2","0","0","9","5","1","1","1"
"台東","6","2","0","4","2","0","0","0","0","3","0"
"墨田区","4","0","3","1","0","0","2","5","1","2","1"
"江東区","17","6","0","5","0","0","0","0","0","2","0"
"品川区","2","0","0","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","3","0","0","0","0","0","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","5","1","0","0","2"
"渋谷区","6","12","0","1","0","0","0","0","0","5","1"
"中野区","12","1","0","8","0","1","0","0","0","2","1"
"杉並","3","0","0","2","0","0","13","0","0","2","1"
"池袋","26","8","9","9","2","0","4","14","0","3","1"
"北区","0","0","0","0","0","0","0","0","0","1","0"
"荒川区","2","0","0","0","0","0","0","0","0","1","0"
"板橋区","5","0","1","4","0","0","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","2","1","2","0","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","14","1","0","0","1"
"江戸川","15","2","0","2","4","0","0","0","0","2","0"
"八王子市","8","1","2","0","0","0","6","0","0","4","1"
"町田市","2","2","0","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","20","0","0","2","0","0","0","0","0","2","1"
"多摩府中","2","0","0","0","0","0","18","0","0","3","2"
"多摩小平","0","1","0","0","0","0","13","8","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","186","66","39","70","10","5","118","39","2","55","24"


