"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2014年16週"
"集計期間終了週","2014年16週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","55","2","5","23","70","2","0","3","9","0","0","1","0","0","0","1","0","0","0","0","0","2","","","","","",""
"区南部","34","1","6","17","116","15","0","2","7","0","0","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","55","1","3","19","70","8","0","5","4","0","1","0","1","0","0","0","0","0","1","0","0","0","","","","","",""
"区西部","80","0","2","29","68","4","1","2","7","0","0","1","0","1","0","1","0","0","1","0","0","2","","","","","",""
"区西北部","66","0","0","22","101","7","0","2","11","2","1","2","0","0","0","0","0","0","0","0","2","0","","","","","",""
"区東北部","63","2","2","15","89","7","1","3","11","0","0","4","1","0","0","2","0","0","0","0","2","0","","","","","",""
"区東部","76","3","3","44","132","7","0","3","9","0","0","6","0","0","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","13","0","0","7","32","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","","","","","",""
"南多摩","63","1","4","75","117","11","0","2","11","0","1","2","3","2","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","16","0","0","19","35","5","0","5","5","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","50","0","2","19","72","4","0","3","6","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","14","1","1","19","93","4","0","1","13","0","0","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","17","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","602","11","28","311","995","76","2","32","94","2","3","22","7","3","0","7","0","0","2","0","5","4","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2014年16週"
"集計期間終了週","2014年16週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","68","5","5","12","58","4","0","3","5","0","0","2","0","1","0","1","0","0","1","0","0","3","","","","","",""
"区南部","47","1","6","12","106","15","0","7","8","1","0","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","50","1","3","22","64","10","0","4","9","0","1","1","1","1","0","1","0","0","1","0","3","0","","","","","",""
"区西部","60","0","3","23","61","5","1","3","5","0","0","1","1","1","0","1","0","0","2","0","0","2","","","","","",""
"区西北部","51","0","2","24","81","5","0","2","10","2","1","2","0","1","0","0","0","0","0","0","2","0","","","","","",""
"区東北部","57","3","2","15","78","10","2","6","12","0","0","4","1","1","0","2","0","0","0","0","2","0","","","","","",""
"区東部","77","1","3","37","140","8","2","3","8","0","1","4","2","0","0","1","0","1","0","0","0","0","","","","","",""
"西多摩","9","0","0","3","28","0","0","4","1","0","0","5","0","0","0","0","0","0","0","0","3","0","","","","","",""
"南多摩","55","1","3","66","131","11","0","6","18","1","1","1","2","2","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","25","1","2","20","42","3","1","3","2","0","0","1","0","0","0","0","0","0","0","0","1","0","","","","","",""
"北多摩南部","52","0","2","12","63","5","0","1","10","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","24","1","1","27","76","6","0","3","6","0","0","2","2","1","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","12","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","587","14","32","275","928","84","6","45","94","4","4","25","11","8","0","8","0","1","4","0","11","5","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2014年16週"
"集計期間終了週","2014年16週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","123","7","10","35","128","6","0","6","14","0","0","3","0","1","0","1","0","0","1","0","0","5","32","20","2","4","4","0"
"区南部","81","1","12","29","222","30","0","9","15","1","0","3","1","0","0","2","0","0","0","0","0","0","33","21","3","1","1","0"
"区西南部","105","2","6","41","134","18","0","9","13","0","1","1","1","1","0","1","0","0","1","0","3","0","40","25","4","3","3","0"
"区西部","140","0","5","52","129","9","1","5","12","0","0","1","1","1","0","2","0","0","3","0","0","2","39","25","4","4","4","0"
"区西北部","117","0","2","46","182","12","0","2","21","2","1","2","0","1","0","0","0","0","0","0","2","0","56","35","6","2","2","0"
