"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年6週
"集計期間終了週",2018年6週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","8201","8175","16376","414"
"RSウイルス感染症","38","30","68","262"
"咽頭結膜熱","26","28","54","262"
"Ａ群溶血性レンサ球菌咽頭炎","403","330","733","262"
"感染性胃腸炎","704","609","1313","262"
"水痘","27","38","65","262"
"手足口病","4","9","13","262"
"伝染性紅斑","11","12","23","262"
"突発性発しん","58","51","109","262"
"ヘルパンギーナ","4","5","9","262"
"流行性耳下腺炎","14","8","22","262"
"不明発しん症","2","8","10","262"
"川崎病","1","1","2","262"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","7","5","12","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","2","2","4","25"
"インフルエンザ入院","64","58","122","25"
