"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2008年42週"
"集計期間終了週","2008年42週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","16","4","3","20","3","6","1","6","1","1","4","1","0","0","0","0","0","0","0","","","","","",""
"区南部","0","10","2","8","37","5","10","1","8","0","4","4","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","0","0","24","4","7","0","4","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","8","1","4","60","0","4","0","4","0","1","7","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","0","0","1","5","15","4","8","0","6","0","2","5","0","0","0","1","0","0","0","0","","","","","",""
"区東北部","0","2","0","15","28","3","14","1","8","0","0","23","0","0","0","1","0","0","0","0","","","","","",""
"区東部","0","1","0","15","16","3","2","0","3","0","4","6","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","1","0","1","5","4","1","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","5","3","24","36","14","7","1","9","0","1","9","0","0","0","2","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","0","4","4","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","1","1","0","2","5","1","3","0","2","0","0","0","0","0","0","0","0","0","3","2","","","","","",""
"北多摩北部","1","9","0","8","13","1","3","0","3","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","5","53","11","85","268","46","66","4","54","2","17","60","2","0","0","4","0","0","3","2","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2008年42週"
"集計期間終了週","2008年42週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","15","4","3","20","1","7","1","3","1","1","6","1","0","0","1","0","0","1","0","","","","","",""
"区南部","0","10","2","9","30","5","10","1","9","1","4","1","1","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","0","1","16","5","9","0","5","0","2","3","0","0","0","1","0","0","0","0","","","","","",""
"区西部","0","3","1","4","53","8","4","1","3","0","1","4","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","1","0","1","5","14","6","9","0","6","0","1","6","0","0","0","1","0","0","0","0","","","","","",""
"区東北部","1","2","0","8","13","7","8","1","5","0","1","10","4","0","0","1","0","0","1","0","","","","","",""
"区東部","3","2","0","9","39","2","3","0","1","0","1","4","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","1","0","1","7","1","1","0","2","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","1","1","21","25","10","12","1","7","0","3","10","3","0","0","1","0","0","0","0","","","","","",""
"北多摩西部","1","0","1","2","4","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","1","1","0","2","7","1","5","0","2","0","0","0","0","0","0","0","0","0","1","2","","","","","",""
"北多摩北部","1","9","0","5","15","1","8","0","5","1","3","0","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","10","44","10","70","247","49","77","5","49","3","18","45","10","0","0","6","0","0","3","2","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2008年42週"
"集計期間終了週","2008年42週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","2","31","8","6","40","4","13","1","9","1","2","10","2","0","0","1","0","0","1","0","25","17","2","4","4","0"
"区南部","0","20","2","17","67","5","20","2","17","1","4","5","1","0","0","0","0","0","0","0","26","15","3","1","1","0"
"区西南部","0","0","0","1","40","9","16","0","9","0","4","4","0","0","0","1","0","0","0","0","27","15","4","3","3","0"
"区西部","0","11","1","8","113","8","8","1","7","0","1","11","0","0","0","0","0","0","0","0","30","18","4","4","4","0"
"区西北部","1","0","2","10","29","10","17","0","6","0","3","11","0","0","0","1","0","0","0","0","38","19","6","2","2","0"
"区東北部","1","4","0","23","41","10","22","1","13","0","1","33","4","0","0","1","0","0","1","0","25","11","4","1","1","0"
"区東部","3","3","0","24","55","5","5","0","4","0","5","10","1","0","0","0","0","0","0","0","27","12","4","1","1","0"
"西多摩","0","2","0","2","12","5","1","0","2","0","1","1","0","0","0","0","0","0","0","0","9","5","1","1","1","0"
"南多摩","3","6","4","45","61","24","19","1","16","0","4","19","3","0","0","3","0","0","0","0","28","12","4","1","1","0"
"北多摩西部","1","0","1","2","8","6","1","0","1","0","0","0","0","0","0","0","0","0","0","0","13","6","2","1","1","0"
"北多摩南部","2","1","0","4","12","1","8","0","4","0","0","0","0","0","0","0","0","0","4","2","21","10","3","2","3","0"
"北多摩北部","1","18","0","13","28","1","11","0","8","1","4","0","0","0","0","1","0","0","0","0","14","6","2","2","2","0"
"島しょ","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
