"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2020年45週
"集計期間終了週",2020年45週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","3","4","410"
"RSウイルス感染症","0","0","0","258"
"咽頭結膜熱","13","7","20","258"
"Ａ群溶血性レンサ球菌咽頭炎","59","49","108","258"
"感染性胃腸炎","317","273","590","258"
"水痘","28","19","47","258"
"手足口病","3","4","7","258"
"伝染性紅斑","1","1","2","258"
"突発性発しん","64","52","116","258"
"ヘルパンギーナ","2","8","10","258"
"流行性耳下腺炎","10","4","14","258"
"不明発しん症","6","5","11","258"
"川崎病","1","2","3","258"
"急性出血性結膜炎","1","0","1","38"
"流行性角結膜炎","9","0","9","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
