"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年11週
"集計期間終了週",2024年11週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3177","2670","5847","415"
"新型コロナウイルス感染症（COVID-19）","723","814","1537","415"
"RSウイルス感染症","67","53","120","262"
"咽頭結膜熱","31","33","64","262"
"Ａ群溶血性レンサ球菌咽頭炎","505","409","914","262"
"感染性胃腸炎","771","624","1395","262"
"水痘","19","29","48","262"
"手足口病","3","5","8","262"
"伝染性紅斑","9","9","18","262"
"突発性発しん","27","37","64","262"
"ヘルパンギーナ","1","2","3","262"
"流行性耳下腺炎","6","7","13","262"
"不明発しん症","5","7","12","262"
"川崎病","2","2","4","262"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","8","4","12","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","0","1","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","1","1","25"
"インフルエンザ入院","14","6","20","25"
"COVID-19入院","84","48","132","25"
