"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2018年10月"
"集計期間終了月","2018年10月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","15","1","3","5","0","0","0","0","0","",""
"中央区","11","4","1","0","0","0","0","0","0","",""
"みなと","10","3","9","6","0","0","4","0","0","",""
"新宿区","22","18","38","18","0","0","10","0","0","",""
"文京","2","1","0","1","0","0","2","0","0","",""
"台東","2","1","1","1","0","0","0","0","0","",""
"墨田区","3","0","2","2","0","0","1","0","0","",""
"江東区","17","0","3","4","0","0","0","0","0","",""
"品川区","4","3","1","1","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","3","0","0","0","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","2","0","0","",""
"渋谷区","13","6","6","10","0","0","1","0","0","",""
"中野区","11","0","0","4","0","0","0","0","0","",""
"杉並","6","1","1","2","0","0","3","0","0","",""
"池袋","14","4","2","12","0","0","1","1","0","",""
"北区","1","0","2","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","2","0","0","3","0","0","3","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","3","0","0","2","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","2","1","0","",""
"江戸川","1","1","2","0","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","3","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","0","0","0","0","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","13","0","0","",""
"多摩小平","0","0","0","0","0","0","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","140","43","71","71","0","0","47","2","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2018年10月"
"集計期間終了月","2018年10月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","2","0","0","0","0","0","1","0","0","",""
"中央区","3","0","0","0","0","0","0","0","0","",""
"みなと","3","2","0","0","0","0","2","0","0","",""
"新宿区","13","6","17","0","1","0","1","0","0","",""
