"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年10月"
"集計期間終了月","2011年10月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","34","33","12","15","0","2","12","2","0","0","",""
"区南部","11","2","1","11","0","0","2","0","0","0","",""
"区西南部","6","4","0","4","0","0","3","0","0","0","",""
"区西部","38","14","15","45","1","12","15","3","0","0","",""
"区西北部","10","7","8","17","0","1","5","3","0","0","",""
"区東北部","6","0","0","2","0","0","1","4","0","0","",""
"区東部","22","10","5","8","0","0","4","2","1","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","8","10","0","0","",""
"北多摩北部","0","0","0","0","0","0","3","3","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","127","70","41","102","1","15","53","27","1","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年10月"
"集計期間終了月","2011年10月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","12","9","2","0","1","0","2","0","0","0","",""
"区南部","8","0","1","0","1","0","1","0","0","0","",""
"区西南部","8","5","7","0","1","2","0","0","0","0","",""
"区西部","12","8","6","4","0","0","9","3","0","0","",""
"区西北部","13","3","2","4","2","0","3","3","0","0","",""
"区東北部","4","1","0","0","0","0","4","5","0","0","",""
"区東部","9","0","1","3","1","0","3","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","7","2","1","1","4","0","0","0","0","0","",""
"北多摩西部","13","0","0","0","3","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","13","6","3","0","",""
"北多摩北部","0","0","0","0","0","0","2","3","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","86","28","20","12","13","2","37","21","3","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年10月"
"集計期間終了月","2011年10月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","46","42","14","15","1","2","14","2","0","0","10","4"
"区南部","19","2","2","11","1","0","3","0","0","0","3","1"
"区西南部","14","9","7","4","1","2","3","0","0","0","5","3"
"区西部","50","22","21","49","1","12","24","6","0","0","11","4"
"区西北部","23","10","10","21","2","1","8","6","0","0","6","2"
"区東北部","10","1","0","2","0","0","5","9","0","0","3","1"
"区東部","31","10","6","11","1","0","7","3","1","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","7","2","1","1","4","0","0","0","0","0","5","1"
"北多摩西部","13","0","0","0","3","0","0","0","0","0","2","1"
"北多摩南部","0","0","0","0","0","0","21","16","3","0","3","3"
"北多摩北部","0","0","0","0","0","0","5","6","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","213","98","61","114","14","17","90","48","4","0","55","25"


