"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年8週
"集計期間終了週",2009年8週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1090","1093","2183","287"
"RSウイルス感染症","5","4","9","148"
"咽頭結膜熱","19","14","33","148"
"Ａ群溶血性レンサ球菌咽頭炎","153","121","274","148"
"感染性胃腸炎","525","515","1040","148"
"水痘","99","84","183","148"
"手足口病","1","5","6","148"
"伝染性紅斑","9","6","15","148"
"突発性発しん","42","38","80","148"
"百日咳","4","2","6","148"
"ヘルパンギーナ","2","0","2","148"
"流行性耳下腺炎","38","26","64","148"
"不明発しん症","2","6","8","148"
"川崎病","1","0","1","148"
"急性出血性結膜炎","2","1","3","39"
"流行性角結膜炎","8","8","16","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","2","3","5","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
