"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2018年11週"
"集計期間終了週","2018年11週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","6","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"中央区","13","2","0","11","18","1","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","28","2","1","7","17","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","26","2","2","8","17","1","0","0","1","0","0","0","2","0","0","0","0","0","0","2","0","","","","","",""
"文京","17","1","0","3","10","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0","3","","","","","",""
"台東","9","2","1","9","17","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","18","1","0","5","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","34","5","0","11","38","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","21","2","0","8","19","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","33","3","0","10","26","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","51","5","2","16","45","0","0","1","2","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","89","5","2","20","56","5","1","4","4","0","2","2","0","0","0","0","0","0","0","1","1","","","","","",""
"渋谷区","7","1","0","7","9","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","25","1","0","12","16","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","25","0","0","14","23","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","17","3","0","2","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","27","2","1","3","25","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","21","1","0","6","14","0","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"板橋区","28","0","0","4","11","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","2","","","","","",""
"練馬区","51","2","0","28","27","1","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","33","2","3","10","39","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","39","0","0","13","24","1","0","0","1","0","0","1","0","0","0","0","0","1","0","4","9","","","","","",""
"江戸川","51","5","0","20","41","5","1","1","6","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","63","0","1","19","69","1","0","2","3","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","41","2","0","17","23","2","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","33","0","0","3","7","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","32","5","2","8","13","1","0","2","3","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","44","1","3","20","20","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","91","1","0","25","48","3","0","2","4","0","0","1","0","0","0","0","0","0","1","0","0","","","","","",""
"多摩小平","68","4","6","37","52","4","0","0","6","0","0","1","0","0","1","0","0","0","0","0","1","","","","","",""
