"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2010年38週"
"集計期間終了週","2010年38週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","3","1","0","6","0","1","0","2","0","2","0","0","0","0","0","0","0","0","0"
"～1歳","0","1","0","2","15","1","6","0","19","0","3","0","1","0","0","0","0","0","0","0"
"1歳","1","1","4","0","31","4","24","0","23","0","5","2","4","0","0","0","0","0","0","0"
"2歳","1","1","1","7","24","5","10","1","1","0","5","3","1","0","0","0","0","0","0","0"
"3歳","0","1","2","8","20","7","5","4","1","0","5","3","0","0","0","0","0","0","0","0"
"4歳","0","0","0","5","28","7","6","5","0","0","1","6","0","0","0","0","0","0","0","0"
"5歳","0","0","2","6","17","2","1","4","0","0","0","3","1","0","1","0","0","0","0","0"
"6歳","0","0","0","8","15","0","2","2","0","0","2","4","0","0","0","0","0","0","1","0"
"7歳","0","0","0","4","16","0","1","2","0","0","0","2","0","0","0","0","0","0","0","0"
"8歳","1","0","0","2","17","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","0","9","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","1","7","23","2","1","0","0","2","2","7","0","0","0","0","0","0","0","0"
"15～19歳","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","1","0","1","7","22","0","2","0","0","0","1","1","0","0","0","2","0","0","0","0"
"30～39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"40～49歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","8","7","13","57","244","30","60","19","46","2","27","31","7","0","1","10","0","0","1","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2010年38週"
"集計期間終了週","2010年38週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","2","0","0","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"～1歳","0","0","0","0","20","1","3","0","23","0","1","0","1","0","0","0","0","0","0","0"
"1歳","1","2","1","4","23","3","12","0","18","0","6","0","3","0","0","0","0","0","0","0"
"2歳","1","0","0","4","17","5","7","0","2","0","3","3","1","0","1","0","0","0","0","0"
"3歳","2","0","2","3","10","5","4","1","0","0","0","1","1","0","0","0","0","0","0","0"
"4歳","0","0","0","5","9","4","4","3","0","0","4","3","0","0","0","0","0","0","1","0"
"5歳","1","0","0","2","6","3","0","4","1","0","3","5","0","0","0","0","0","0","0","0"
"6歳","0","0","1","7","11","1","1","1","1","0","1","2","0","0","0","0","0","0","0","0"
"7歳","1","0","0","3","7","0","0","1","1","0","1","5","0","0","0","0","0","0","1","0"
"8歳","2","0","0","6","7","1","1","2","0","0","0","2","0","0","0","0","0","0","0","0"
"9歳","1","0","0","7","7","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"10～14歳","2","0","0","2","16","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"15～19歳","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","0","0","1","6","21","0","1","0","0","2","1","0","1","0","0","1","0","0","0","0"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"40～49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","1"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","12","4","5","49","165","24","34","13","46","2","22","22","7","0","1","7","0","0","3","1"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2010年38週"
"集計期間終了週","2010年38週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

