"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2020年5週"
"集計期間終了週","2020年5週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","6","5","0","0","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","25","7","1","1","63","1","0","0","9","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","72","10","10","16","146","3","7","0","29","2","0","2","0","0","0","0","0","0","0","0","3","1","1","1","0","2","1","2"
"2歳","61","3","4","42","129","1","3","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","105","4","4","56","108","5","6","2","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"4歳","152","1","3","68","105","4","1","3","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","3","0"
"5歳","159","1","2","77","98","8","6","1","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","1","0","0","1","1"
"6歳","186","0","2","60","79","8","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"7歳","202","0","2","54","66","7","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","142","0","1","50","57","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"9歳","149","0","3","34","43","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","462","0","0","58","120","9","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","1","0"
"15～19歳","120","0","0","6","42","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","81","0","0","11","122","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"30～39歳","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"40～49歳","141","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","3","0","0","0","0","0","3","0"
"50～59歳","106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"60～69歳","41","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","2","0"
"70～79歳","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"80歳以上","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","1","0","1","1"
"合計","2341","31","32","533","1187","58","29","9","43","7","1","5","0","0","6","0","0","1","0","0","25","2","2","3","1","2","20","4"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2020年5週"
"集計期間終了週","2020年5週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","4","1","0","0","6","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","22","3","0","0","47","3","0","0","12","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","68","10","6","6","148","1","4","2","15","0","0","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"2歳","71","10","6","21","111","0","2","1","8","1","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","1","0","2"
"3歳","81","2","4","40","85","1","4","2","4","1","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4歳","149","3","5","69","88","1","1","0","0","5","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"5歳","161","1","1","52","80","0","1","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","178","0","5","66","57","4","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"7歳","186","0","1","52","51","10","1","1","0","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"8歳","150","0","0","33","25","6","1","1","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","1","1","1","1"
"9歳","136","0","1","34","36","8","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","356","0","0","38","93","7","3","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"15～19歳","73","0","0","3","28","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","99","0","2","20","201","1","0","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","191","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","2","0","0","0","0","0","2","0"
"40～49歳","217","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","87","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","53","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","18","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"80歳以上","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","0","0","4","0"
"合計","2312","30","31","434","1056","42","17","16","40","15","9","6","1","1","5","0","1","7","0","0","14","2","0","1","1","2","10","3"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2020年5週"
"集計期間終了週","2020年5週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","10","6","0","0","15","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","47","10","1","1","110","4","0","0","21","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","140","20","16","22","294","4","11","2","44","2","0","4","1","0","0","0","0","0","0","0","4","1","1","1","0","2","2","2"
"2歳","132","13","10","63","240","1","5","1","12","2","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","1","0","2"
"3歳","186","6","8","96","193","6","10","4","5","2","2","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0"
"4歳","301","4","8","137","193","5","2","3","0","5","2","0","0","0","0","0","0","2","0","0","3","0","0","0","0","0","3","0"
"5歳","320","2","3","129","178","8","7","3","1","0","2","1","0","0","0","0","0","0","0","0","2","0","0","1","0","0","1","1"
"6歳","364","0","7","126","136","12","2","1","0","0","1","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","1","0"
"7歳","388","0","3","106","117","17","3","2","0","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"8歳","292","0","1","83","82","7","1","1","0","1","2","0","0","0","0","0","0","0","0","0","3","0","0","0","1","1","2","1"
"9歳","285","0","4","68","79","18","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","818","0","0","96","213","16","4","5","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","0","0","0","2","0"
"15～19歳","193","0","0","9","70","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","180","0","2","31","323","1","0","2","0","7","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"30～39歳","296","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","3","0","0","0","0","0","3","0"
"40～49歳","358","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","3","0","0","0","0","0","3","0"
"50～59歳","193","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"60～69歳","94","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","2","0","0","0","0","0","2","0"
"70～79歳","37","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","2","0"
"80歳以上","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","1","0","5","1"
"合計","4653","61","63","967","2243","100","46","25","83","22","10","11","1","1","11","0","1","8","0","0","39","4","2","4","2","4","30","7"
"定点数","416","262","262","262","262","262","262","262","262","262","262","262","262","38","38","25","25","25","25","25","25","25","25","25","25","25","25","25"


