"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年50週
"集計期間終了週",2022年50週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","273","189","462","411"
"RSウイルス感染症","39","20","59","261"
"咽頭結膜熱","30","17","47","261"
"Ａ群溶血性レンサ球菌咽頭炎","30","23","53","261"
"感染性胃腸炎","1338","1158","2496","261"
"水痘","16","19","35","261"
"手足口病","21","25","46","261"
"伝染性紅斑","5","3","8","261"
"突発性発しん","38","36","74","261"
"ヘルパンギーナ","2","5","7","261"
"流行性耳下腺炎","6","3","9","261"
"不明発しん症","2","3","5","261"
"川崎病","0","1","1","261"
"急性出血性結膜炎","0","2","2","38"
"流行性角結膜炎","6","2","8","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","2","3","5","25"
