"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年45週
"集計期間終了週",2018年45週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","82","104","186","413"
"RSウイルス感染症","64","43","107","263"
"咽頭結膜熱","34","26","60","263"
"Ａ群溶血性レンサ球菌咽頭炎","379","321","700","263"
"感染性胃腸炎","927","864","1791","263"
"水痘","54","67","121","263"
"手足口病","170","131","301","263"
"伝染性紅斑","200","204","404","263"
"突発性発しん","73","64","137","263"
"ヘルパンギーナ","15","16","31","263"
"流行性耳下腺炎","10","12","22","263"
"不明発しん症","17","13","30","263"
"川崎病","2","1","3","263"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","13","8","21","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","2","3","25"
"マイコプラズマ肺炎","5","7","12","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","1","0","1","25"
