"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年2月"
"集計期間終了月","2011年2月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","28","26","8","10","0","1","8","2","1","0","",""
"区南部","1","0","0","1","0","0","3","0","0","0","",""
"区西南部","5","4","4","1","0","0","2","0","0","0","",""
"区西部","39","17","21","36","5","0","12","4","0","0","",""
"区西北部","7","6","6","4","0","0","4","3","0","0","",""
"区東北部","0","1","2","1","0","1","8","5","0","0","",""
"区東部","13","13","5","4","0","0","3","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","5","0","0","0","0","1","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","3","0","0","3","0","0","17","17","0","0","",""
"北多摩北部","0","0","0","0","0","0","1","1","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","",""
"合計","96","72","46","60","5","2","60","33","1","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年2月"
"集計期間終了月","2011年2月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","12","7","3","2","4","0","2","4","0","0","",""
"区南部","10","0","0","0","0","0","0","0","0","0","",""
"区西南部","1","5","2","0","0","0","0","1","0","0","",""
"区西部","5","8","8","3","3","0","3","0","0","0","",""
"区西北部","11","2","3","1","0","0","2","0","0","0","",""
"区東北部","2","0","0","1","0","0","2","6","0","0","",""
"区東部","13","5","1","1","2","0","2","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","16","2","0","0","1","0","0","0","0","0","",""
"北多摩西部","17","0","1","2","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","9","10","0","0","",""
"北多摩北部","0","0","1","0","0","0","0","2","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","",""
"合計","87","29","19","10","10","0","21","25","0","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年2月"
"集計期間終了月","2011年2月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","40","33","11","12","4","1","10","6","1","0","10","3"
"区南部","11","0","0","1","0","0","3","0","0","0","3","1"
"区西南部","6","9","6","1","0","0","2","1","0","0","4","2"
"区西部","44","25","29","39","8","0","15","4","0","0","11","4"
"区西北部","18","8","9","5","0","0","6","3","0","0","6","2"
"区東北部","2","1","2","2","0","1","10","11","0","0","3","1"
"区東部","26","18","6","5","2","0","5","3","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","16","7","0","0","1","0","1","0","0","0","5","1"
"北多摩西部","17","0","1","2","0","0","0","0","0","0","2","1"
"北多摩南部","3","0","0","3","0","0","26","27","0","0","3","3"
"北多摩北部","0","0","1","0","0","0","1","3","0","0","1","2"
"島しょ","0","0","0","0","0","0","2","0","0","0","0","1"
"合計","183","101","65","70","15","2","81","58","1","0","54","23"


