"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2000年37週
"集計期間終了週",2000年37週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","1","1","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","5","7","12","142"
"Ａ群溶血性レンサ球菌咽頭炎","16","13","29","142"
"感染性胃腸炎","118","106","224","142"
"水痘","26","17","43","142"
"手足口病","100","90","190","142"
"伝染性紅斑","6","14","20","142"
"突発性発しん","46","46","92","142"
"百日咳","0","2","2","142"
"風しん","1","3","4","142"
"ヘルパンギーナ","30","26","56","142"
"麻しん（成人麻しん以外）","7","5","12","142"
"流行性耳下腺炎","51","34","85","142"
"不明発しん症","9","10","19","142"
"川崎病","0","1","1","142"
"急性出血性結膜炎","1","0","1","14"
"流行性角結膜炎","14","12","26","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
