"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2017年8週
"集計期間終了週",2017年8週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3209","3307","6516","416"
"RSウイルス感染症","16","10","26","262"
"咽頭結膜熱","25","22","47","262"
"Ａ群溶血性レンサ球菌咽頭炎","270","249","519","262"
"感染性胃腸炎","907","837","1744","262"
"水痘","62","53","115","262"
"手足口病","8","11","19","262"
"伝染性紅斑","10","6","16","262"
"突発性発しん","60","61","121","262"
"百日咳","1","1","2","262"
"ヘルパンギーナ","2","1","3","262"
"流行性耳下腺炎","35","23","58","262"
"不明発しん症","8","4","12","262"
"川崎病","1","0","1","262"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","4","2","6","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","2","4","6","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","9","5","14","25"
"インフルエンザ入院","19","13","32","25"
