"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2010年8週"
"集計期間終了週","2010年8週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","0","0","2","11","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"中央区","2","0","0","3","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","7","3","3","0","33","4","0","2","0","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","6","0","0","2","19","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"文京","1","0","0","1","14","9","0","1","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","1","6","3","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","2","0","0","2","15","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"江東区","11","1","0","23","41","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","23","1","0","3","53","2","0","0","2","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"目黒区","2","0","0","2","18","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","13","7","4","6","83","7","0","1","3","0","0","1","2","0","0","1","0","0","0","0","","","","","",""
"世田谷","10","1","0","6","53","3","0","0","2","0","0","2","1","0","0","0","0","0","0","0","","","","","",""
"渋谷区","1","0","1","1","25","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"中野区","4","1","0","8","40","1","1","3","2","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"杉並","11","0","1","9","48","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","3","0","0","1","20","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","5","0","0","4","25","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","1","0","0","3","9","0","0","0","2","0","0","0","1","0","0","2","0","0","0","0","","","","","",""
"板橋区","5","0","0","1","22","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"練馬区","6","1","0","7","44","0","0","0","1","1","0","3","0","0","0","1","0","0","0","0","","","","","",""
"足立","7","1","0","9","19","3","0","10","2","0","0","1","2","0","0","0","0","0","0","0","","","","","",""
"葛飾区","5","0","0","3","30","3","0","6","3","0","0","1","0","0","0","0","0","0","1","0","","","","","",""
"江戸川","6","1","2","11","50","3","0","1","4","0","1","1","0","0","0","1","0","0","0","0","","","","","",""
"八王子市","7","0","0","18","63","7","0","1","4","0","0","3","1","0","0","0","0","0","0","0","","","","","",""
"町田市","7","1","0","12","70","16","0","0","2","0","0","6","2","0","0","0","0","0","0","0","","","","","",""
"西多摩","5","3","1","11","40","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","11","0","3","17","1","0","0","1","0","1","2","1","0","0","0","0","0","0","0","","","","","",""
"多摩立川","11","0","0","2","17","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","5","2","0","1","30","4","1","0","4","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","25","9","0","9","48","7","0","0","1","0","1","6","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","201","44","18","166","998","96","3","27","40","1","3","41","13","0","0","6","0","0","2","0","","","","","",""


