"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2013年35週
"集計期間終了週",2013年35週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","0","1","407"
"RSウイルス感染症","78","68","146","256"
"咽頭結膜熱","69","43","112","256"
"Ａ群溶血性レンサ球菌咽頭炎","96","83","179","256"
"感染性胃腸炎","356","261","617","256"
"水痘","45","33","78","256"
"手足口病","519","424","943","256"
"伝染性紅斑","7","10","17","256"
"突発性発しん","96","97","193","256"
"百日咳","5","0","5","256"
"ヘルパンギーナ","173","136","309","256"
"流行性耳下腺炎","25","23","48","256"
"不明発しん症","15","6","21","256"
"川崎病","2","2","4","256"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","13","9","22","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","3","1","4","25"
"マイコプラズマ肺炎","3","3","6","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"インフルエンザ入院","0","0","0","25"
