"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2000年21週
"集計期間終了週",2000年21週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4","4","8","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","4","7","11","142"
"Ａ群溶血性レンサ球菌咽頭炎","65","40","105","142"
"感染性胃腸炎","309","273","582","142"
"水痘","102","96","198","142"
"手足口病","25","18","43","142"
"伝染性紅斑","35","38","73","142"
"突発性発しん","45","29","74","142"
"百日咳","0","0","0","142"
"風しん","6","1","7","142"
"ヘルパンギーナ","37","30","67","142"
"麻しん（成人麻しん以外）","14","14","28","142"
"流行性耳下腺炎","38","32","70","142"
"不明発しん症","13","5","18","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","8","4","12","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","4","3","7","25"
