"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2023年41週
"集計期間終了週",2023年41週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3473","3260","6733","416"
"新型コロナウイルス感染症（COVID-19）","465","506","971","416"
"RSウイルス感染症","5","6","11","261"
"咽頭結膜熱","297","238","535","261"
"Ａ群溶血性レンサ球菌咽頭炎","282","250","532","261"
"感染性胃腸炎","405","344","749","261"
"水痘","9","10","19","261"
"手足口病","234","183","417","261"
"伝染性紅斑","3","1","4","261"
"突発性発しん","35","36","71","261"
"ヘルパンギーナ","21","33","54","261"
"流行性耳下腺炎","5","6","11","261"
"不明発しん症","11","5","16","261"
"川崎病","3","1","4","261"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","14","13","27","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","21","10","31","25"
"COVID-19入院","38","24","62","25"
