"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年20週
"集計期間終了週",2010年20週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","12","13","25","287"
"RSウイルス感染症","6","8","14","149"
"咽頭結膜熱","23","16","39","149"
"Ａ群溶血性レンサ球菌咽頭炎","158","137","295","149"
"感染性胃腸炎","574","551","1125","149"
"水痘","124","98","222","149"
"手足口病","56","47","103","149"
"伝染性紅斑","40","57","97","149"
"突発性発しん","42","53","95","149"
"百日咳","9","9","18","149"
"ヘルパンギーナ","31","30","61","149"
"流行性耳下腺炎","71","62","133","149"
"不明発しん症","8","8","16","149"
"川崎病","1","0","1","149"
"急性出血性結膜炎","3","3","6","39"
"流行性角結膜炎","7","7","14","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","3","2","5","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
