"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2000年29週"
"集計期間終了週","2000年29週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","1","5","7","2","22","3","2","0","0","41","2","2","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区南部","0","0","1","4","16","3","23","1","5","0","0","53","0","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","5","1","19","10","54","8","1","0","0","62","4","5","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","1","0","19","3","48","1","3","0","0","47","0","10","0","0","0","7","0","0","0","0","0","0","","","","","",""
"区西北部","0","0","1","2","11","4","25","1","5","0","3","37","0","22","0","0","0","5","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","1","2","20","1","30","4","1","0","0","29","0","3","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","0","0","1","0","8","1","32","5","1","0","0","28","1","14","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","4","7","4","26","0","2","0","0","51","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","2","5","16","9","27","2","4","0","0","44","0","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","2","4","0","5","0","1","0","0","21","3","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","0","3","5","0","9","0","2","0","0","15","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","3","1","10","1","14","1","0","0","0","29","0","4","0","1","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","0","16","29","142","38","318","26","27","0","3","457","10","76","4","1","0","15","0","0","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2000年29週"
"集計期間終了週","2000年29週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","1","2","4","3","34","2","2","0","1","36","6","7","1","0","0","3","0","0","0","0","0","0","","","","","",""
"区南部","0","0","1","3","10","9","11","1","6","0","0","57","1","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","4","1","17","7","37","3","5","0","0","55","4","5","1","1","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","1","0","11","8","23","2","2","1","0","52","1","4","1","0","0","5","0","0","0","0","0","0","","","","","",""
"区西北部","0","0","1","5","8","9","18","1","2","0","3","38","1","10","0","0","0","5","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","1","3","12","1","31","8","3","0","0","40","0","4","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","0","0","1","1","8","2","22","2","1","0","0","26","1","6","1","0","0","2","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","5","6","9","27","0","4","0","0","46","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","1","2","25","7","33","4","5","0","0","50","0","2","0","0","0","3","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","1","5","1","2","0","1","0","0","3","4","3","1","0","0","3","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","0","3","5","0","7","0","2","0","0","18","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","3","1","2","3","12","1","2","0","0","25","1","1","1","1","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","0","14","27","113","59","260","24","35","1","4","446","19","47","7","2","0","22","0","0","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2000年29週"
"集計期間終了週","2000年29週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
