"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年42週
"集計期間終了週",2007年42週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","25","21","46","288"
"RSウイルス感染症","10","9","19","150"
"咽頭結膜熱","11","11","22","150"
"Ａ群溶血性レンサ球菌咽頭炎","109","75","184","150"
"感染性胃腸炎","303","264","567","150"
"水痘","36","36","72","150"
"手足口病","64","49","113","150"
"伝染性紅斑","5","5","10","150"
"突発性発しん","50","43","93","150"
"百日咳","2","6","8","150"
"風しん","0","0","0","150"
"ヘルパンギーナ","25","19","44","150"
"麻しん（成人麻しん以外）","1","0","1","150"
"流行性耳下腺炎","12","19","31","150"
"不明発しん症","11","6","17","150"
"川崎病","1","1","2","150"
"急性出血性結膜炎","0","1","1","38"
"流行性角結膜炎","13","12","25","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","3","3","6","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"成人麻しん","1","0","1","25"
