"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2015年14週
"集計期間終了週",2015年14週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","292","288","580","414"
"RSウイルス感染症","21","20","41","262"
"咽頭結膜熱","23","33","56","262"
"Ａ群溶血性レンサ球菌咽頭炎","306","307","613","262"
"感染性胃腸炎","890","871","1761","262"
"水痘","96","90","186","262"
"手足口病","6","11","17","262"
"伝染性紅斑","132","118","250","262"
"突発性発しん","73","82","155","262"
"百日咳","1","4","5","262"
"ヘルパンギーナ","4","2","6","262"
"流行性耳下腺炎","33","32","65","262"
"不明発しん症","12","4","16","262"
"川崎病","0","2","2","262"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","10","10","20","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","2","2","4","25"
"インフルエンザ入院","10","5","15","25"
