"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年24週
"集計期間終了週",2009年24週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","15","8","23","286"
"RSウイルス感染症","4","6","10","147"
"咽頭結膜熱","33","15","48","147"
"Ａ群溶血性レンサ球菌咽頭炎","147","147","294","147"
"感染性胃腸炎","384","339","723","147"
"水痘","107","104","211","147"
"手足口病","15","15","30","147"
"伝染性紅斑","20","23","43","147"
"突発性発しん","48","38","86","147"
"百日咳","3","4","7","147"
"ヘルパンギーナ","6","10","16","147"
"流行性耳下腺炎","53","58","111","147"
"不明発しん症","7","7","14","147"
"川崎病","1","2","3","147"
"急性出血性結膜炎","1","0","1","39"
"流行性角結膜炎","6","9","15","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","4","5","9","24"
"クラミジア肺炎(オウム病は除く)","0","1","1","24"
