"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2004年4月"
"集計期間終了月","2004年4月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","1","0","0","",""
"中央区","8","3","1","3","0","0","0","0","0","",""
"みなと","3","3","0","4","0","0","0","0","0","",""
"新宿区","24","6","7","15","0","0","33","5","4","",""
"文京","0","0","0","0","0","0","8","9","0","",""
"台東","2","0","1","1","0","0","0","0","0","",""
"墨田区","0","4","3","1","0","0","3","4","1","",""
"江東区","20","12","5","20","0","0","0","0","0","",""
"品川区","0","0","0","1","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","0","1","0","0","0","0","4","0","0","",""
"世田谷","0","0","0","0","0","0","9","0","0","",""
"渋谷区","6","2","0","0","0","0","2","0","0","",""
"中野区","4","0","0","0","0","0","0","0","0","",""
"杉並","0","0","0","0","0","0","0","0","0","",""
"池袋","18","7","10","7","0","0","8","5","0","",""
"北区","0","0","0","1","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","2","1","2","1","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","7","3","3","4","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","4","0","0","",""
"江戸川","0","0","0","0","0","0","0","0","0","",""
"八王子","0","0","0","0","0","0","12","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","3","0","1","17","0","0","0","0","0","",""
"多摩府中","1","0","0","3","0","0","0","0","0","",""
"多摩小平","0","0","0","0","0","0","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","98","42","33","78","0","0","85","23","5","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2004年4月"
"集計期間終了月","2004年4月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","0","0","0","",""
"中央区","0","1","0","0","0","0","0","0","0","",""
"みなと","12","6","1","2","0","0","0","0","0","",""
"新宿区","15","8","5","3","1","0","14","1","1","",""
"文京","0","0","0","0","0","0","2","5","0","",""
"台東","27","31","0","4","15","0","0","0","0","",""
"墨田区","0","2","0","0","0","0","1","3","0","",""
"江東区","4","1","1","2","0","0","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","2","0","0","0","0","0","3","0","0","",""
"世田谷","0","0","0","0","0","0","1","0","0","",""
"渋谷区","0","0","0","0","0","0","4","0","0","",""
"中野区","0","0","0","0","0","0","0","0","0","",""
"杉並","0","0","0","0","0","0","0","0","0","",""
"池袋","12","4","2","1","3","0","8","2","0","",""
"北区","0","0","0","0","0","0","0","0","0","",""
"荒川区","2","1","1","0","0","0","0","0","0","",""
"板橋区","0","1","0","0","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","1","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","1","0","0","",""
"江戸川","0","0","0","0","0","0","0","0","0","",""
"八王子","9","1","0","0","0","0","2","0","0","",""
"町田市","0","2","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","11","1","1","4","0","0","0","0","0","",""
"多摩府中","1","0","0","0","0","0","0","0","0","",""
"多摩小平","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","96","59","11","16","19","0","36","11","1","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2004年4月"
"集計期間終了月","2004年4月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","1","0","0","0","2"
"中央区","8","4","1","3","0","0","0","0","0","2","0"
"みなと","15","9","1","6","0","0","0","0","0","2","1"
"新宿区","39","14","12","18","1","0","47","6","5","5","2"
"文京","0","0","0","0","0","0","10","14","0","1","1"
"台東","29","31","1","5","15","0","0","0","0","4","0"
"墨田区","0","6","3","1","0","0","4","7","1","1","1"
"江東区","24","13","6","22","0","0","0","0","0","3","0"
"品川区","0","0","0","1","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","2","1","0","0","0","0","7","0","0","3","1"
"世田谷","0","0","0","0","0","0","10","0","0","0","2"
"渋谷区","6","2","0","0","0","0","6","0","0","3","2"
"中野区","4","0","0","0","0","0","0","0","0","1","1"
"杉並","0","0","0","0","0","0","0","0","0","0","1"
"池袋","30","11","12","8","3","0","16","7","0","3","1"
"北区","0","0","0","1","0","0","0","0","0","1","0"
"荒川区","2","1","1","0","0","0","0","0","0","1","0"
"板橋区","2","2","2","1","0","0","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","8","3","3","4","0","0","0","0","0","1","0"
"葛飾区","0","0","0","0","0","0","5","0","0","0","1"
"江戸川","0","0","0","0","0","0","0","0","0","0","0"
"八王子","9","1","0","0","0","0","14","0","0","3","1"
"町田市","0","2","0","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
