"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2025年28週
"集計期間終了週",2025年28週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","48","44","92","419"
"新型コロナウイルス感染症（COVID-19）","417","483","900","419"
"急性呼吸器感染症（ARI）","11472","11354","22826","419"
"RSウイルス感染症","29","27","56","264"
"咽頭結膜熱","66","56","122","264"
"Ａ群溶血性レンサ球菌咽頭炎","417","309","726","264"
"感染性胃腸炎","927","694","1621","264"
"水痘","94","122","216","264"
"手足口病","82","67","149","264"
"伝染性紅斑","68","87","155","264"
"突発性発しん","53","61","114","264"
"ヘルパンギーナ","138","103","241","264"
"流行性耳下腺炎","15","7","22","264"
"不明発しん症","17","12","29","264"
"川崎病","3","3","6","264"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","7","19","26","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","2","2","25"
"マイコプラズマ肺炎","6","5","11","25"
"クラミジア肺炎(オウム病は除く)","2","0","2","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","2","0","2","25"
"COVID-19入院","31","19","50","25"
