"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2008年10週"
"集計期間終了週","2008年10週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","4","0","0","1","6","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","","","","","",""
"みなと","8","3","3","10","75","9","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","12","0","0","4","50","2","0","0","0","0","0","1","0","0","0","0","0","0","2","0","","","","","",""
"文京","7","0","0","3","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"台東","1","1","0","5","17","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","10","0","0","7","14","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"江東区","6","0","0","10","86","5","0","0","1","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"品川区","6","0","0","7","76","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"目黒区","2","0","0","1","8","1","0","1","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"大田区","7","1","5","6","96","1","0","2","3","0","0","4","1","0","0","1","0","0","0","0","","","","","",""
"世田谷","41","0","0","2","63","1","0","1","2","0","0","5","0","0","0","0","1","0","0","0","","","","","",""
"渋谷区","4","0","0","1","21","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","14","0","0","6","57","3","0","0","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","10","0","2","4","40","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","10","0","0","3","14","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北区","10","0","0","0","31","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","5","0","0","10","16","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","11","0","0","0","13","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"練馬区","18","0","0","8","36","7","0","0","3","1","0","2","0","0","0","1","0","0","0","0","","","","","",""
"足立","6","0","0","3","26","7","0","1","0","0","0","2","1","0","0","0","0","0","0","0","","","","","",""
"葛飾区","23","0","0","6","33","3","0","0","4","0","0","2","0","0","0","0","0","0","1","0","","","","","",""
"江戸川","23","4","0","12","57","2","1","1","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","12","0","3","18","82","14","0","1","0","0","0","2","1","1","0","1","0","0","0","0","","","","","",""
"町田市","16","0","0","48","89","4","0","0","8","0","0","3","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","31","0","0","8","30","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"南多摩","11","0","0","5","27","4","0","0","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","10","0","0","2","32","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","55","0","0","6","44","7","0","0","3","0","0","1","0","0","0","2","0","0","0","0","","","","","",""
"多摩小平","39","1","1","14","70","12","0","0","4","0","0","0","1","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","415","10","14","210","1228","96","1","10","44","1","0","36","8","1","3","8","1","0","3","0","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2008年10週"
"集計期間終了週","2008年10週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","2","0","0","2","9","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"みなと","9","1","0","7","52","8","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","11","0","0","2","35","1","0","0","0","0","0","0","0","0","0","3","0","0","1","0","","","","","",""
"文京","3","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","13","0","1","5","16","3","0","1","3","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","8","0","0","10","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","14","0","1","11","90","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","16","0","0","4","51","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","0","9","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"大田区","16","1","4","9","84","3","0","0","2","0","0","5","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","30","0","2","6","68","4","0","1","1","0","0","6","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","2","0","0","1","21","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"中野区","2","0","0","4","49","5","0","2","2","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","16","0","1","5","46","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"池袋","6","0","0","3","12","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"北区","8","0","0","1","33","4","0","0","3","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"荒川区","5","0","0","6","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","11","0","0","0","19","2","0","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","16","0","0","10","19","5","0","0","1","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"足立","9","0","0","6","27","5","0","0","0","0","0","0","0","0","1","1","0","0","0","0","","","","","",""
"葛飾区","11","0","0","4","31","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","29","1","1","7","64","3","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","16","0","2","14","69","8","0","0","4","0","0","0","1","0","0","2","0","0","0","0","","","","","",""
"町田市","13","0","0","29","78","8","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","25","0","0","0","38","2","0","0","2","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"南多摩","12","0","0","9","24","3","1","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","21","0","0","4","30","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","","","","","",""
"多摩府中","60","0","0","9","43","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","46","0","0","7","51","7","0","1","2","0","0","0","0","0","0","3","0","0","1","0","","","","","",""
"島しょ","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","434","3","12","177","1109","83","2","9","37","2","1","23","1","1","1","13","0","0","2","0","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2008年10週"
"集計期間終了週","2008年10週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","4","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","2","2","0"
"中央区","6","0","0","3","15","0","0","0","0","0","0","2","0","0","3","1","0","0","0","0","4","3","1","0","0","0"
"みなと","17","4","3","17","127","17","0","1","6","0","0","0","0","0","0","0","0","0","0","0","8","6","0","1","1","0"
"新宿区","23","0","0","6","85","3","0","0","0","0","0","1","0","0","0","3","0","0","3","0","9","6","2","2","2","0"
"文京","10","0","0","5","7","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","5","3","1","1","1","0"
"台東","14","1","1","10","33","5","0","1","3","0","0","5","0","0","0","0","0","0","0","0","5","3","0","0","0","0"
"墨田区","18","0","0","17","24","1","0","0","2","0","0","0","1","0","0","0","0","0","0","0","6","3","1","1","1","0"
"江東区","20","0","1","21","176","7","0","0","2","0","0","1","0","0","0","1","0","0","0","0","9","4","1","0","0","0"
"品川区","22","0","0","11","127","2","0","0","2","0","0","0","1","0","0","0","0","0","0","0","10","6","1","0","0","0"
"目黒区","2","0","0","1","17","1","0","1","0","0","0","3","0","0","0","0","0","0","0","0","6","3","1","0","0","0"
"大田区","23","2","9","15","180","4","0","2","5","0","0","9","1","0","0","1","0","0","0","0","16","9","2","1","1","0"
"世田谷","71","0","2","8","131","5","0","2","3","0","0","11","0","0","0","0","1","0","0","0","14","8","2","2","2","0"
"渋谷区","6","0","0","2","42","3","1","1","0","0","0","1","0","0","0","0","0","0","0","0","6","4","1","1","1","0"
"中野区","16","0","0","10","106","8","0","2","3","0","0","2","0","0","0","0","0","0","0","0","9","6","1","1","1","0"
"杉並","26","0","3","9","86","1","0","1","1","0","0","2","0","0","0","0","0","0","0","0","12","6","1","1","1","0"
"池袋","16","0","0","6","26","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","18","0","0","1","64","6","0","0","4","0","0","0","0","1","0","0","0","0","0","0","6","4","1","0","0","0"
"荒川区","10","0","0","16","27","1","0","0","1","0","0","4","0","0","0","0","0","0","0","0","4","2","1","0","0","0"
"板橋区","22","0","0","0","32","2","0","1","0","2","0","0","1","0","0","0","0","0","0","0","12","6","2","1","1","0"
"練馬区","34","0","0","18","55","12","0","0","4","1","1","3","0","0","0","1","0","0","0","0","12","5","2","0","0","0"
"足立","15","0","0","9","53","12","0","1","0","0","0","2","1","0","1","1","0","0","0","0","12","5","2","0","0","0"
"葛飾区","34","0","0","10","64","3","0","0","7","0","0","2","0","0","0","0","0","0","1","0","9","4","1","1","1","0"
"江戸川","52","5","1","19","121","5","1","2","7","0","0","0","0","0","0","0","0","0","0","0","12","5","2","0","0","0"
"八王子市","28","0","5","32","151","22","0","1","4","0","0","2","2","1","0","3","0","0","0","0","10","4","2","1","1","0"
"町田市","29","0","0","77","167","12","0","0","11","0","0","3","1","0","0","0","0","0","0","0","9","4","1","0","0","0"
"西多摩","56","0","0","8","68","3","0","0","2","0","0","0","0","0","0","2","0","0","0","0","9","5","1","1","1","0"
"南多摩","23","0","0","14","51","7","1","0","4","0","0","1","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"多摩立川","31","0","0","6","62","6","0","1","0","0","0","0","0","0","0","2","0","0","0","0","13","6","2","1","1","0"
"多摩府中","115","0","0","15","87","10","0","1","4","0","0","1","0","0","0","2","0","0","0","0","21","10","3","2","3","0"
"多摩小平","85","1","1","21","121","19","0","1","6","0","0","0","1","0","0","4","0","0","1","0","14","6","2","2","2","0"
"島しょ","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","849","13","26","387","2337","179","3","19","81","3","1","59","9","2","4","21","1","0","5","0","286","150","39","24","25","0"


