"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2004年6月"
"集計期間終了月","2004年6月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","1","0"
"1～4歳","0","0","0","0","0","0","8","3","0"
"5～9歳","0","0","0","0","0","0","5","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","2","0","0","1","0","0","0","0","0"
"20～24歳","14","4","3","13","0","1","0","0","0"
"25～29歳","34","4","6","26","0","1","0","0","0"
"30～34歳","23","8","11","15","0","0","0","1","0"
"35～39歳","24","7","3","14","0","0","0","1","0"
"40～44歳","15","5","4","5","1","1","3","0","0"
"45～49歳","11","3","2","2","0","0","0","0","0"
"50～54歳","2","1","5","1","0","1","5","0","0"
"55～59歳","0","2","2","1","0","0","6","0","1"
"60～64歳","4","2","1","0","0","0","6","0","1"
"65～69歳","1","0","0","0","0","0","11","2","1"
"70歳以上","0","3","0","1","0","0","39","3","2"
"合計","130","39","37","79","1","4","88","11","5"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2004年6月"
"集計期間終了月","2004年6月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","1","0"
"1～4歳","0","0","0","0","0","0","4","6","0"
"5～9歳","0","0","0","0","0","0","2","0","0"
"10～14歳","1","0","0","0","0","0","0","0","0"
"15～19歳","17","1","3","1","1","0","0","0","0"
"20～24歳","34","13","5","7","3","0","1","0","0"
"25～29歳","27","18","5","5","5","0","3","1","0"
"30～34歳","22","10","5","2","7","0","2","0","0"
"35～39歳","10","9","2","1","3","0","0","0","0"
"40～44歳","2","2","0","0","3","0","1","0","1"
"45～49歳","0","3","0","0","1","0","0","0","0"
"50～54歳","0","1","0","0","0","0","1","0","0"
"55～59歳","0","1","0","0","0","0","4","1","0"
"60～64歳","0","0","0","0","0","0","2","1","0"
"65～69歳","0","0","0","0","0","0","3","1","0"
"70歳以上","0","1","0","0","0","0","17","2","0"
"合計","113","59","20","16","23","0","44","13","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2004年6月"
"集計期間終了月","2004年6月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","9","2","0"
"1～4歳","0","0","0","0","0","0","12","9","0"
"5～9歳","0","0","0","0","0","0","7","0","0"
"10～14歳","1","0","0","0","0","0","0","0","0"
"15～19歳","19","1","3","2","1","0","0","0","0"
"20～24歳","48","17","8","20","3","1","1","0","0"
"25～29歳","61","22","11","31","5","1","3","1","0"
"30～34歳","45","18","16","17","7","0","2","1","0"
"35～39歳","34","16","5","15","3","0","0","1","0"
"40～44歳","17","7","4","5","4","1","4","0","1"
"45～49歳","11","6","2","2","1","0","0","0","0"
"50～54歳","2","2","5","1","0","1","6","0","0"
"55～59歳","0","3","2","1","0","0","10","1","1"
"60～64歳","4","2","1","0","0","0","8","1","1"
"65～69歳","1","0","0","0","0","0","14","3","1"
"70歳以上","0","4","0","1","0","0","56","5","2"
"合計","243","98","57","95","24","4","132","24","6"
"定点数","41","41","41","41","41","41","25","25","25"


