"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2004年39週
"集計期間終了週",2004年39週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","2","3","5","142"
"咽頭結膜熱","8","11","19","142"
"Ａ群溶血性レンサ球菌咽頭炎","15","10","25","142"
"感染性胃腸炎","147","125","272","142"
"水痘","19","23","42","142"
"手足口病","43","45","88","142"
"伝染性紅斑","8","10","18","142"
"突発性発しん","56","58","114","142"
"百日咳","0","1","1","142"
"風しん","2","0","2","142"
"ヘルパンギーナ","14","16","30","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","31","28","59","142"
"不明発しん症","3","13","16","142"
"川崎病","1","0","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","7","6","13","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","3","3","25"
"マイコプラズマ肺炎","1","1","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
