"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2022年1月"
"集計期間終了月","2022年1月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","4","0","0","2","0","0","2","0","0","",""
"中央区","3","2","0","2","0","0","0","0","0","",""
"みなと","4","1","3","2","0","0","4","0","0","",""
"新宿区","22","7","25","14","0","0","8","0","0","",""
"文京","3","0","3","0","0","0","2","0","0","",""
"台東","0","0","0","2","0","0","0","0","0","",""
"墨田区","4","0","1","1","0","0","1","0","0","",""
"江東区","13","5","1","5","0","0","0","0","0","",""
"品川区","0","0","1","2","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","0","0","0","0","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","2","0","0","",""
"渋谷区","26","2","4","9","0","0","2","0","0","",""
"中野区","7","0","1","3","0","0","0","0","0","",""
"杉並","2","0","0","1","0","0","0","0","0","",""
"池袋","11","4","1","10","0","0","1","0","0","",""
"北区","1","0","1","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","0","0","0","0","0","0","2","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","0","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","4","0","0","",""
"江戸川","5","0","0","1","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","1","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","0","0","0","0","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","4","1","0","",""
"多摩小平","0","0","0","0","0","0","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","105","21","41","54","0","0","34","1","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2022年1月"
"集計期間終了月","2022年1月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","1","1","0","0","0","0","1","0","0","",""
"中央区","1","0","0","0","0","0","0","0","0","",""
"みなと","8","0","1","1","4","0","0","0","0","",""
"新宿区","10","7","19","3","0","0","4","1","0","",""
"文京","0","0","0","0","0","0","0","0","0","",""
"台東","15","3","1","9","6","0","0","0","0","",""
"墨田区","0","0","0","0","0","0","1","0","0","",""
"江東区","0","0","0","0","0","0","0","0","0","",""
"品川区","0","1","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","2","0","0","0","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","5","0","0","",""
"渋谷区","9","4","2","0","0","0","0","0","0","",""
"中野区","1","2","0","0","0","0","0","0","0","",""
"杉並","2","0","0","0","0","0","0","0","0","",""
"池袋","3","0","0","1","0","0","0","0","0","",""
"北区","0","0","0","0","0","0","0","0","0","",""
"荒川区","3","0","0","1","0","0","0","0","0","",""
"板橋区","3","0","0","0","0","0","1","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","1","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","1","0","0","",""
"江戸川","7","1","1","1","1","0","0","0","0","",""
"八王子市","7","5","1","3","0","0","0","0","0","",""
