"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年34週
"集計期間終了週",2024年34週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","57","51","108","410"
"新型コロナウイルス感染症（COVID-19）","872","1090","1962","410"
"RSウイルス感染症","30","20","50","257"
"咽頭結膜熱","18","21","39","257"
"Ａ群溶血性レンサ球菌咽頭炎","158","130","288","257"
"感染性胃腸炎","346","294","640","257"
"水痘","14","10","24","257"
"手足口病","626","540","1166","257"
"伝染性紅斑","41","55","96","257"
"突発性発しん","37","42","79","257"
"ヘルパンギーナ","98","81","179","257"
"流行性耳下腺炎","3","2","5","257"
"不明発しん症","3","5","8","257"
"川崎病","1","1","2","257"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","5","7","12","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","20","25","45","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","1","1","2","25"
"COVID-19入院","88","55","143","25"
