"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2008年31週
"集計期間終了週",2008年31週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3","1","4","286"
"RSウイルス感染症","6","8","14","148"
"咽頭結膜熱","77","55","132","148"
"Ａ群溶血性レンサ球菌咽頭炎","85","65","150","148"
"感染性胃腸炎","274","220","494","148"
"水痘","56","44","100","148"
"手足口病","132","117","249","148"
"伝染性紅斑","6","7","13","148"
"突発性発しん","57","57","114","148"
"百日咳","2","3","5","148"
"ヘルパンギーナ","364","345","709","148"
"流行性耳下腺炎","54","46","100","148"
"不明発しん症","13","8","21","148"
"川崎病","4","0","4","148"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","16","11","27","38"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","1","1","24"
"マイコプラズマ肺炎","1","2","3","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
