"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年25週
"集計期間終了週",2010年25週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","5","2","7","283"
"RSウイルス感染症","6","3","9","147"
"咽頭結膜熱","22","19","41","147"
"Ａ群溶血性レンサ球菌咽頭炎","149","121","270","147"
"感染性胃腸炎","383","323","706","147"
"水痘","128","109","237","147"
"手足口病","151","125","276","147"
"伝染性紅斑","49","39","88","147"
"突発性発しん","50","60","110","147"
"百日咳","15","24","39","147"
"ヘルパンギーナ","294","308","602","147"
"流行性耳下腺炎","94","82","176","147"
"不明発しん症","15","9","24","147"
"川崎病","1","0","1","147"
"急性出血性結膜炎","1","0","1","39"
"流行性角結膜炎","8","8","16","39"
"細菌性髄膜炎","1","1","2","24"
"無菌性髄膜炎","0","1","1","24"
"マイコプラズマ肺炎","3","5","8","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
