"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年42週
"集計期間終了週",2012年42週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","10","9","19","414"
"RSウイルス感染症","162","135","297","259"
"咽頭結膜熱","47","37","84","259"
"Ａ群溶血性レンサ球菌咽頭炎","172","167","339","259"
"感染性胃腸炎","579","494","1073","259"
"水痘","48","55","103","259"
"手足口病","55","48","103","259"
"伝染性紅斑","4","9","13","259"
"突発性発しん","90","82","172","259"
"百日咳","2","1","3","259"
"ヘルパンギーナ","25","21","46","259"
"流行性耳下腺炎","29","22","51","259"
"不明発しん症","14","18","32","259"
"川崎病","0","0","0","259"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","12","5","17","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","3","1","4","25"
"マイコプラズマ肺炎","15","18","33","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"インフルエンザ入院","0","1","1","25"
