"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2005年6月"
"集計期間終了月","2005年6月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","8","0"
"1～4歳","0","0","0","0","0","0","7","17","0"
"5～9歳","0","0","0","0","0","0","1","3","0"
"10～14歳","0","0","0","0","0","0","1","0","1"
"15～19歳","3","1","0","0","0","0","0","0","0"
"20～24歳","11","3","2","8","0","0","0","0","0"
"25～29歳","16","4","10","16","0","1","1","0","0"
"30～34歳","18","8","10","17","1","1","3","0","0"
"35～39歳","15","10","9","11","0","1","0","0","0"
"40～44歳","10","6","1","7","0","1","0","0","0"
"45～49歳","9","2","3","5","0","0","0","0","0"
"50～54歳","5","2","1","2","0","0","4","1","0"
"55～59歳","2","3","1","0","0","0","7","1","1"
"60～64歳","2","2","0","0","0","0","10","2","0"
"65～69歳","1","0","0","0","0","0","9","1","0"
"70歳以上","0","1","0","0","0","0","40","8","1"
"合計","92","42","37","66","1","4","90","41","3"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2005年6月"
"集計期間終了月","2005年6月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","3","0"
"1～4歳","0","0","0","0","0","0","5","13","0"
"5～9歳","0","0","0","0","0","0","1","1","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","7","0","1","2","1","0","1","0","0"
"20～24歳","21","5","6","3","2","1","1","0","0"
"25～29歳","20","5","3","4","4","1","1","0","0"
"30～34歳","8","4","0","1","4","0","1","0","0"
"35～39歳","6","2","1","2","0","0","0","0","0"
"40～44歳","7","0","0","2","2","0","0","0","0"
"45～49歳","2","0","0","0","4","0","1","0","0"
"50～54歳","0","0","0","0","1","0","0","0","0"
"55～59歳","0","2","0","0","0","0","1","1","0"
"60～64歳","0","0","0","0","0","0","3","1","0"
"65～69歳","0","0","0","0","1","0","3","1","0"
"70歳以上","0","1","0","0","0","0","26","2","1"
"合計","71","19","11","14","19","2","50","22","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2005年6月"
"集計期間終了月","2005年6月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","13","11","0"
"1～4歳","0","0","0","0","0","0","12","30","0"
"5～9歳","0","0","0","0","0","0","2","4","0"
"10～14歳","0","0","0","0","0","0","1","0","1"
"15～19歳","10","1","1","2","1","0","1","0","0"
"20～24歳","32","8","8","11","2","1","1","0","0"
"25～29歳","36","9","13","20","4","2","2","0","0"
"30～34歳","26","12","10","18","5","1","4","0","0"
"35～39歳","21","12","10","13","0","1","0","0","0"
"40～44歳","17","6","1","9","2","1","0","0","0"
"45～49歳","11","2","3","5","4","0","1","0","0"
"50～54歳","5","2","1","2","1","0","4","1","0"
"55～59歳","2","5","1","0","0","0","8","2","1"
"60～64歳","2","2","0","0","0","0","13","3","0"
"65～69歳","1","0","0","0","1","0","12","2","0"
"70歳以上","0","2","0","0","0","0","66","10","2"
"合計","163","61","48","80","20","6","140","63","4"
"定点数","41","41","41","41","41","41","25","25","25"


