"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2025年37週
"集計期間終了週",2025年37週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","172","106","278","418"
"新型コロナウイルス感染症（COVID-19）","866","986","1852","418"
"急性呼吸器感染症（ARI）","11571","11263","22834","418"
"RSウイルス感染症","206","169","375","263"
"咽頭結膜熱","32","29","61","263"
"Ａ群溶血性レンサ球菌咽頭炎","278","216","494","263"
"感染性胃腸炎","727","654","1381","263"
"水痘","23","14","37","263"
"手足口病","78","76","154","263"
"伝染性紅斑","34","39","73","263"
"突発性発しん","45","45","90","263"
"ヘルパンギーナ","168","177","345","263"
"流行性耳下腺炎","4","5","9","263"
"不明発しん症","32","20","52","263"
"川崎病","1","5","6","263"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","25","19","44","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","5","8","13","25"
"クラミジア肺炎(オウム病は除く)","0","2","2","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","4","1","5","25"
"COVID-19入院","37","27","64","25"
